"","X","gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","comp","significant","expression","human_gene"
"714",564,"Spg21",1.99580903290024e-12,-0.756020534789513,0.285,0.448,3.02165487581097e-08,"Untreated","significant","negative","SPG21"
"715",1651,"Trim56",3.42517149288993e-10,-0.755575736781153,0.199,0.267,5.18570964023536e-06,"NP+","significant","negative","TRIM56"
"716",211,"Pip4k2a",3.73633469990284e-28,0.755493818250622,0.811,0.654,5.6568107356529e-24,"Untreated","significant","positive","PIP4K2A"
"717",370,"Slc15a4",9.19352648592528e-19,0.755477596255323,0.696,0.555,1.39189990996909e-14,"Untreated","significant","positive","SLC15A4"
"718",745,"Rptor",5.92148717601293e-09,0.754229050058064,0.299,0.19,8.96513158448358e-05,"Untreated","significant","positive","RPTOR"
"719",496,"Rnf115",1.31994448174993e-14,-0.754186211540633,0.274,0.462,1.9983959453694e-10,"Untreated","significant","negative","RNF115"
"720",638,"Cited2",7.1306445875828e-11,-0.753473354403024,0.527,0.626,1.07957959056004e-06,"Untreated","significant","negative","CITED2"
"721",693,"Map2k3",8.69030650714104e-10,0.753353522029683,0.372,0.251,1.31571240518115e-05,"Untreated","significant","positive","MAP2K3"
"722",1562,"Cttnbp2nl",1.57368203552944e-18,-0.752300914512299,0.193,0.3,2.38255460179157e-14,"NP+","significant","negative","CTTNBP2NL"
"723",508,"Rogdi",3.9723288012021e-14,0.752233620914381,0.429,0.269,6.01410580501998e-10,"Untreated","significant","positive","ROGDI"
"724",1322,"Gngt2",2.04200311940228e-134,0.751457693118687,0.96,0.733,3.09159272277506e-130,"NP+","significant","positive","GNGT2"
"725",1323,"Evl",1.40608115695939e-117,0.75050459973702,0.929,0.708,2.12880687163652e-113,"NP+","significant","positive","EVL"
"726",618,"Gramd4",2.88893619528474e-11,0.749789550254537,0.393,0.256,4.37384939966109e-07,"Untreated","significant","positive","GRAMD4"
"727",191,"Igsf6",8.19210727401505e-31,-0.746384901050344,0.643,0.813,1.24028504128588e-26,"Untreated","significant","negative","IGSF6"
"728",558,"Crlf2",1.41218111807166e-12,0.744595874249927,0.522,0.389,2.1380422127605e-08,"Untreated","significant","positive","CRLF2"
"729",1436,"Samsn1",2.86429637926879e-39,0.74408728558945,0.561,0.391,4.33654471821295e-35,"NP+","significant","positive","SAMSN1"
"730",1635,"Mxd4",1.35112370341998e-11,-0.744030769401676,0.235,0.31,2.04560128697785e-07,"NP+","significant","negative","MXD4"
"731",597,"Hipk2",8.6237946120508e-12,-0.743096288171678,0.257,0.418,1.30564250426449e-07,"Untreated","significant","negative","HIPK2"
"732",769,"Gcnt2",9.781405483576e-09,0.742933741376896,0.35,0.237,0.000148090479021341,"Untreated","significant","positive","GCNT2"
"733",876,"Trappc6a",3.35848208405774e-07,0.741802659358247,0.251,0.16,0.00508474187526341,"Untreated","significant","positive","TRAPPC6A"
"734",806,"Cd82",3.74785544351149e-08,-0.741401142152541,0.282,0.401,0.00056742531414764,"Untreated","significant","negative","CD82"
"735",1574,"Cstb",7.66473807286233e-18,0.74101969511955,0.63,0.543,1.16044134423136e-13,"NP+","significant","positive","CSTB"
"736",1528,"Stat2",1.61272637554453e-22,-0.740842256754144,0.259,0.382,2.44166773257441e-18,"NP+","significant","negative","STAT2"
"737",1146,"Naaa",4.43262196506646e-56,0.739897045781809,0.779,0.555,6.71098965511063e-52,"NP-","significant","positive","NAAA"
"738",310,"Sppl2a",5.16091625889145e-22,-0.739208877324001,0.448,0.663,7.81362721596166e-18,"Untreated","significant","negative","SPPL2A"
"739",1404,"Cmklr1",2.85237730641464e-49,0.738716836918677,0.601,0.392,4.31849924191176e-45,"NP+","significant","positive","CMKLR1"
"740",767,"Rragc",9.06727758892907e-09,-0.73857094008571,0.202,0.331,0.000137278582696386,"Untreated","significant","negative","RRAGC"
"741",1552,"Oas2",1.764032172451e-19,-0.738139719713486,0.206,0.318,2.67074470909082e-15,"NP+","significant","negative","OAS2"
"742",838,"Slc1a5",1.16419684888292e-07,0.737408214776023,0.274,0.177,0.00176259402920874,"Untreated","significant","positive","SLC1A5"
"743",1567,"Ctnnd1",2.56068587256885e-18,-0.736816566385594,0.442,0.533,3.87687841106924e-14,"NP+","significant","negative","CTNND1"
"744",632,"Cnbp",6.2494635797338e-11,0.736734638780368,0.48,0.365,9.46168785971697e-07,"Untreated","significant","positive","CNBP"
"745",1619,"Dusp7",2.51959574597964e-13,-0.736044444085475,0.174,0.258,3.81466795941317e-09,"NP+","significant","negative","DUSP7"
"746",720,"Gramd1a",2.46011345298399e-09,0.73585339302706,0.321,0.206,3.72461176781775e-05,"Untreated","significant","positive","GRAMD1A"
"747",831,"Ring1",1.04745172085821e-07,0.735785153070522,0.312,0.212,0.00158584190537932,"Untreated","significant","positive","RING1"
"748",344,"Prelid1",5.91024473060014e-20,0.735189114517741,0.69,0.556,8.94811052212861e-16,"Untreated","significant","positive","PRELID1"
"749",1535,"Dpysl2",1.07892346201349e-21,-0.73448149509349,0.385,0.493,1.63349012148842e-17,"NP+","significant","negative","DPYSL2"
"750",83,"Csf2ra",1.13085513999098e-47,0.732610235077525,0.962,0.864,1.71211468194634e-43,"Untreated","significant","positive","CSF2RA"
"751",1235,"Zmynd11",2.4297331973899e-13,-0.732111534931333,0.278,0.372,3.67861606084831e-09,"NP-","significant","negative","ZMYND11"
"752",452,"Chd4",6.75736154410113e-16,0.73190080140156,0.577,0.429,1.02306453777691e-11,"Untreated","significant","positive","CHD4"
"753",147,"Fam49a",4.68897832105141e-35,-0.731536852101408,0.705,0.856,7.09911317807183e-31,"Untreated","significant","negative",NA
"754",748,"Col4a3bp",6.2501355781608e-09,0.73091434321551,0.342,0.227,9.46270526533545e-05,"Untreated","significant","positive",NA
"755",434,"Pcbp2",1.65041031452142e-16,-0.730861657502653,0.329,0.527,2.49872121618544e-12,"Untreated","significant","negative","PCBP2"
"756",325,"Runx3",5.61328112191359e-21,0.730759188174667,0.715,0.555,8.49850761857718e-17,"Untreated","significant","positive","RUNX3"
"757",405,"Clec12a",1.18118974148209e-17,-0.730644367790533,0.446,0.621,1.78832126860388e-13,"Untreated","significant","negative","CLEC12A"
"758",601,"Pilrb1",1.15236276185755e-11,-0.730628845844437,0.276,0.439,1.74467722145233e-07,"Untreated","significant","negative","PILRB"
"759",1459,"Gsr",5.65716491474546e-34,0.730311386504723,0.559,0.403,8.56494768092463e-30,"NP+","significant","positive","GSR"
"760",569,"Tmem123",2.374507308318e-12,-0.729187681920248,0.251,0.419,3.59500406479345e-08,"Untreated","significant","negative","TMEM123"
"761",506,"Cd300lb",3.30008716139231e-14,0.727948013697514,0.507,0.344,4.99633196234795e-10,"Untreated","significant","positive","CD300LB"
"762",1478,"Ric1",1.99306812816071e-29,0.726319720917131,0.438,0.288,3.01750514603531e-25,"NP+","significant","positive","RIC1"
"763",435,"Vmp1",1.90451136382496e-16,0.726217344935073,0.671,0.543,2.88343020483098e-12,"Untreated","significant","positive","VMP1"
"764",865,"Pbx2",2.23724834861516e-07,0.72515599342624,0.316,0.219,0.00338719399980336,"Untreated","significant","positive","PBX2"
"765",607,"Selenot",1.36162148962662e-11,-0.724765140560679,0.246,0.408,2.0614949352947e-07,"Untreated","significant","negative","SELENOT"
"766",1447,"Ccl3",2.53027879515141e-37,0.722854677897038,0.546,0.361,3.83084209585924e-33,"NP+","significant","positive","CCL3L3"
"767",1607,"Uba7",7.33944267519648e-15,-0.722717629663309,0.203,0.294,1.11119162102475e-10,"NP+","significant","negative","UBA7"
"768",623,"Stard3",3.66320138713996e-11,0.722380104748788,0.454,0.32,5.5460869001299e-07,"Untreated","significant","positive","STARD3"
"769",1575,"Xaf1",8.16910473134493e-18,-0.722129697506848,0.255,0.36,1.23680245632562e-13,"NP+","significant","negative","XAF1"
"770",791,"Pet100",2.10182535313913e-08,0.721405326082232,0.314,0.206,0.000318216358465264,"Untreated","significant","positive","PET100"
"771",877,"Taf4",3.56135668760611e-07,0.72124133687593,0.301,0.204,0.00539189402503566,"Untreated","significant","positive","TAF4"
"772",742,"Ctnnd1",5.64637404952652e-09,-0.72065707563784,0.374,0.499,8.54861031098315e-05,"Untreated","significant","negative","CTNND1"
"773",1234,"Ptgs2",1.97796563435115e-13,0.719981151005871,0.306,0.215,2.99463997040764e-09,"NP-","significant","positive","PTGS2"
"774",1582,"Irak3",3.73884248866415e-17,0.719748897112741,0.293,0.193,5.66060752783752e-13,"NP+","significant","positive","IRAK3"
"775",169,"Vamp8",1.65377550492449e-32,-0.719585156244377,0.641,0.842,2.50381611445567e-28,"Untreated","significant","negative","VAMP8"
"776",320,"Klf4",2.27491384569545e-21,0.719463709178094,0.832,0.714,3.44421956238291e-17,"Untreated","significant","positive","KLF4"
"777",698,"Dpysl2",9.85151559192771e-10,-0.719331254510051,0.31,0.452,1.49151946061785e-05,"Untreated","significant","negative","DPYSL2"
"778",1220,"Slfn1",3.59479805265094e-15,0.718450383938166,0.272,0.175,5.44252425171352e-11,"NP-","significant","positive","SLFN12L"
"779",1437,"Cblb",9.06766056311666e-39,0.718125154633077,0.542,0.369,1.37284380925586e-34,"NP+","significant","positive","CBLB"
"780",776,"Cdk5rap3",1.15599668760786e-08,0.717881779063161,0.321,0.21,0.00017501789850383,"Untreated","significant","positive","CDK5RAP3"
"781",393,"N4bp1",3.8405167355341e-18,-0.717824406687178,0.38,0.585,5.81454233759862e-14,"Untreated","significant","negative","N4BP1"
"782",785,"Dnmt3a",1.48055763131706e-08,-0.71711933511151,0.195,0.323,0.000224156425381403,"Untreated","significant","negative","DNMT3A"
"783",818,"Supt20",5.6387175065018e-08,0.716075834239878,0.329,0.225,0.000853701830484373,"Untreated","significant","positive","SUPT20H"
"784",1601,"Ncoa4",3.45862432423671e-15,0.715713830252755,0.279,0.186,5.23635722689438e-11,"NP+","significant","positive","NCOA4"
"785",1365,"Lair1",5.36806697045226e-71,0.715358096110644,0.741,0.488,8.12725339326473e-67,"NP+","significant","positive","LAIR2"
"786",837,"Chd2",1.15520462983816e-07,0.715319146525197,0.344,0.243,0.00174897980957497,"Untreated","significant","positive","CHD2"
"787",1533,"Lgmn",9.92192191857187e-22,0.714946150568386,0.552,0.448,1.50217897847178e-17,"NP+","significant","positive","LGMN"
"788",1377,"Nfe2l2",1.715401793889e-63,0.714461305394156,0.772,0.583,2.59711831594795e-59,"NP+","significant","positive","NFE2L2"
"789",1380,"Cd274",6.10543753328394e-62,0.714203163453366,0.676,0.444,9.24363242539189e-58,"NP+","significant","positive","CD274"
"790",387,"Egr1",2.48124529072072e-18,0.714166159361717,0.529,0.324,3.75660537015117e-14,"Untreated","significant","positive","EGR1"
"791",524,"Tiparp",1.17171579977458e-13,-0.712437505378226,0.412,0.574,1.77397772085871e-09,"Untreated","significant","negative","TIPARP"
"792",592,"Pxn",6.28101466872469e-12,0.711632754562817,0.575,0.475,9.50945620844919e-08,"Untreated","significant","positive","PXN"
"793",400,"Bcl2l11",7.20439387342939e-18,0.710099606518298,0.718,0.575,1.09074523243721e-13,"Untreated","significant","positive","BCL2L11"
"794",661,"Brd1",2.37440356171214e-10,0.709874495071561,0.431,0.305,3.59484699243219e-06,"Untreated","significant","positive","BRD1"
"795",1494,"Tagln2",9.44477227413378e-27,-0.70969094936707,0.421,0.55,1.42993852230385e-22,"NP+","significant","negative","TAGLN2"
"796",870,"Cd40",2.79754132979876e-07,-0.709290966030383,0.301,0.412,0.00423547757331532,"Untreated","significant","negative","CD40"
"797",274,"Lcp2",6.45726241914757e-24,-0.709238986015389,0.607,0.755,9.77629530258943e-20,"Untreated","significant","negative","LCP2"
"798",691,"Atxn7l3b",8.32505055748498e-10,0.709038945858099,0.439,0.32,1.26041265440323e-05,"Untreated","significant","positive","ATXN7L3B"
"799",543,"Dynlrb1",5.31888328351569e-13,-0.708417457290031,0.327,0.495,8.05278929124275e-09,"Untreated","significant","negative","DYNLRB1"
"800",622,"Setd1b",3.5789481724688e-11,0.706796209530334,0.461,0.327,5.41852753311777e-07,"Untreated","significant","positive","SETD1B"
"801",656,"Smim14",1.64639802505873e-10,0.706676439073174,0.395,0.265,2.49264660993891e-06,"Untreated","significant","positive","SMIM14"
"802",627,"Plagl2",4.40652491724791e-11,-0.706434890238934,0.382,0.519,6.67147872471334e-07,"Untreated","significant","negative","PLAGL2"
"803",895,"Fbxl14",5.35165657798293e-07,0.705594126526308,0.316,0.221,0.00810240805906615,"Untreated","significant","positive","FBXL14"
"804",158,"Nadk",2.90601809271852e-34,-0.704861225258384,0.743,0.872,4.39971139237583e-30,"Untreated","significant","negative","NADK"
"805",1320,"Itgb2",7.78386262354704e-138,0.704302519976203,0.992,0.803,1.17847680120502e-133,"NP+","significant","positive","ITGB2"
"806",588,"Cyb5r3",5.62636978395717e-12,-0.704006580393882,0.31,0.476,8.51832385291116e-08,"Untreated","significant","negative","CYB5R3"
"807",849,"Anxa1",1.47774983030991e-07,0.7036327368792,0.331,0.226,0.00223731324308921,"Untreated","significant","positive","ANXA1"
"808",721,"Lmo4",2.59839784914526e-09,-0.702751422258975,0.342,0.475,3.93397434360592e-05,"Untreated","significant","negative","LMO4"
"809",122,"H2-D1",6.74094221746642e-39,-0.702713328020012,0.754,0.944,1.02057865172442e-34,"Untreated","significant","negative","HLA-H"
"810",1524,"Il21r",1.10349690136189e-22,0.702405942238776,0.347,0.219,1.6706943086619e-18,"NP+","significant","positive","IL21R"
"811",739,"Zfp263",5.02903463997537e-09,0.702049526494518,0.361,0.244,7.61395844492271e-05,"Untreated","significant","positive","ZNF263"
"812",509,"Gng10",4.62465624077205e-14,0.702001651300272,0.637,0.515,7.00172954852888e-10,"Untreated","significant","positive","GNG10"
"813",407,"Rbms1",1.26394002609708e-17,-0.701936431475861,0.408,0.611,1.91360519951098e-13,"Untreated","significant","negative","RBMS1"
"814",1643,"Anks1",5.53109205009459e-11,-0.701890020800152,0.215,0.289,8.37407336384321e-07,"NP+","significant","negative","ANKS1A"
"815",699,"Stat5b",1.05057159019298e-09,0.701725219982911,0.444,0.325,1.59056538755217e-05,"Untreated","significant","positive","STAT5B"
"816",1233,"Prrc2b",7.81180107815705e-14,-0.701192667423541,0.232,0.332,1.18270668323298e-09,"NP-","significant","negative","PRRC2B"
"817",1631,"Ext2",4.47791308412768e-12,-0.70087837561439,0.193,0.271,6.7795604093693e-08,"NP+","significant","negative","EXT2"
"818",392,"Lrch4",3.25102825231813e-18,0.700869681810352,0.743,0.646,4.92205677400964e-14,"Untreated","significant","positive","LRCH4"
"819",1394,"Tmem176b",5.74466232998247e-54,-0.700472072455149,0.438,0.665,8.69741876759346e-50,"NP+","significant","negative","TMEM176B"
"820",552,"Fam107b",9.27020653860179e-13,0.700409866066316,0.567,0.436,1.40350926994431e-08,"Untreated","significant","positive","FAM107B"
"821",317,"Neurl3",1.34589463443615e-21,0.700108486695011,0.766,0.632,2.03768447653633e-17,"Untreated","significant","positive","NEURL3"
"822",788,"Gatm",1.7322075075675e-08,-0.699319188991794,0.442,0.531,0.00026225621664572,"Untreated","significant","negative","GATM"
"823",1443,"Anxa2",7.93155819911266e-38,-0.698716350966699,0.524,0.669,1.20083791134566e-33,"NP+","significant","negative","ANXA2P2"
"824",492,"Mpp1",9.98087746248315e-15,-0.698379151914049,0.34,0.531,1.51110484781995e-10,"Untreated","significant","negative","MPP1"
"825",553,"Ubap2l",1.00840575657393e-12,-0.698286211975965,0.291,0.464,1.52672631545293e-08,"Untreated","significant","negative","UBAP2L"
"826",1548,"Il27",5.93173789945539e-20,0.697911933743568,0.328,0.213,8.98065117977546e-16,"NP+","significant","positive","IL27"
"827",678,"Oas2",4.67240772714132e-10,0.696613885591991,0.378,0.248,7.07402529889195e-06,"Untreated","significant","positive","OAS2"
"828",167,"Alox5ap",7.32385983873563e-33,0.696299291936088,0.915,0.799,1.10883237958457e-28,"Untreated","significant","positive","ALOX5AP"
"829",88,"Fos",1.43327839092584e-45,0.695999565164066,0.981,0.906,2.16998348386172e-41,"Untreated","significant","positive","FOS"
"830",1490,"Snx5",2.0639964391935e-27,0.695832480014623,0.425,0.281,3.12489060893895e-23,"NP+","significant","positive","SNX5"
"831",783,"Ube2m",1.34615382203231e-08,0.695632477925321,0.408,0.3,0.000203807688655692,"Untreated","significant","positive","UBE2M"
"832",718,"Akt3",2.34668419774712e-09,-0.695496451392753,0.204,0.343,3.55287987538914e-05,"Untreated","significant","negative","AKT3"
"833",1223,"Gcn1",9.09600014785131e-15,-0.695035658934022,0.277,0.38,1.37713442238469e-10,"NP-","significant","negative","GCN1"
"834",1391,"Nabp1",2.97961472175416e-57,0.694969104217345,0.722,0.503,4.5111366887358e-53,"NP+","significant","positive","NABP1"
"835",498,"Pstpip2",1.90664469166448e-14,-0.694589431924374,0.397,0.565,2.88666006318002e-10,"Untreated","significant","negative","PSTPIP2"
"836",102,"Nr4a1",1.0234144635088e-42,0.694586150472464,0.985,0.886,1.54944949775232e-38,"Untreated","significant","positive","NR4A1"
"837",1273,"Mxd1",1.30891815855893e-08,0.694324539928423,0.277,0.208,0.000198170209205822,"NP-","significant","positive","MXD1"
"838",726,"Lbr",2.8977596028922e-09,0.693587811682963,0.344,0.226,4.3872080387788e-05,"Untreated","significant","positive","LBR"
"839",1669,"Lrp6",2.28418195906117e-07,-0.692211343682359,0.198,0.251,0.00345825148601861,"NP+","significant","negative","LRP6"
"840",313,"Mbd2",6.67516828070922e-22,0.692169393890762,0.775,0.68,1.01062047769938e-17,"Untreated","significant","positive","MBD2"
"841",584,"Zc3h12a",4.98545334233272e-12,0.691280883779081,0.565,0.447,7.54797636029174e-08,"Untreated","significant","positive","ZC3H12A"
"842",672,"Por",4.05667348251649e-10,0.69103954567636,0.291,0.172,6.14180365252997e-06,"Untreated","significant","positive","POR"
"843",1246,"Rbm26",7.87692398037371e-12,-0.690969911106169,0.165,0.253,1.19256629062858e-07,"NP-","significant","negative","RBM26"
"844",885,"Spata13",4.52942485716741e-07,-0.690528763491699,0.217,0.325,0.00685754923375146,"Untreated","significant","negative","SPATA13"
"845",1259,"Slc29a1",6.00548984629254e-10,-0.689810705320407,0.181,0.258,9.09231162728691e-06,"NP-","significant","negative","SLC29A1"
"846",1655,"Lgals9",1.4762851710576e-09,-0.689674178744629,0.257,0.324,2.2350957489812e-05,"NP+","significant","negative","LGALS9C"
"847",1150,"Ifi204",1.39962559136921e-51,0.689587061646534,0.785,0.593,2.11903314533298e-47,"NP-","significant","positive","PYHIN1"
"848",1661,"Il18bp",1.74737068805413e-08,-0.688862211932298,0.209,0.27,0.000264551922171395,"NP+","significant","negative","IL18BP"
"849",1382,"Bhlhe40",3.30442709234481e-61,0.688778411956201,0.716,0.484,5.00290261781004e-57,"NP+","significant","positive","BHLHE40"
"850",763,"Ccdc102a",8.08805007818148e-09,0.688483840772604,0.35,0.235,0.000122453078183668,"Untreated","significant","positive","CCDC102A"
"851",1177,"S100a6",5.76148803779125e-30,0.688310213405414,0.538,0.372,8.72289288921595e-26,"NP-","significant","positive","S100A6"
"852",810,"Tnks",4.5513318878422e-08,0.688221619153403,0.34,0.233,0.00068907164781931,"Untreated","significant","positive","TNKS"
"853",1550,"Adora2a",1.3227773453081e-19,0.68713334016945,0.312,0.199,2.00268490079646e-15,"NP+","significant","positive","ADORA2A"
"854",1381,"Limd2",2.24220742474561e-61,0.687107743740046,0.764,0.577,3.39470204106486e-57,"NP+","significant","positive","LIMD2"
"855",328,"Itgb7",8.5075437982202e-21,-0.686959469078909,0.522,0.694,1.28804213105054e-16,"Untreated","significant","negative","ITGB7"
"856",427,"Psma1",6.41598191452528e-17,-0.686479346430088,0.359,0.563,9.71379661859128e-13,"Untreated","significant","negative","PSMA1"
"857",399,"Usf2",5.74172050350016e-18,0.68600731206267,0.732,0.666,8.69296484229925e-14,"Untreated","significant","positive","USF2"
"858",1497,"Rab20",1.49610660413137e-26,0.68587552997827,0.441,0.299,2.2651053986549e-22,"NP+","significant","positive","RAB20"
"859",1479,"Fam129b",2.65257253652075e-29,-0.685529768660282,0.274,0.426,4.01599482029242e-25,"NP+","significant","negative",NA
"860",822,"Rarg",8.42177467865793e-08,0.685455342420389,0.42,0.321,0.00127505668634881,"Untreated","significant","positive","RARG"
"861",758,"Samm50",7.21482907541373e-09,-0.684730478758427,0.244,0.376,0.000109232512201764,"Untreated","significant","negative","SAMM50"
"862",1445,"Htra2",1.3506495610704e-37,0.684376363278537,0.563,0.402,2.04488343546059e-33,"NP+","significant","positive","HTRA2"
"863",1599,"Uck2",3.10021854573625e-15,-0.684282223829038,0.168,0.259,4.69373087824468e-11,"NP+","significant","negative","UCK2"
"864",1509,"Slc43a2",9.1193740881503e-25,0.683959691948216,0.557,0.432,1.38067323694595e-20,"NP+","significant","positive","SLC43A2"
"865",1433,"Pou2f2",3.59459909852643e-40,0.683684509304047,0.599,0.422,5.44222303516902e-36,"NP+","significant","positive","POU2F2"
"866",652,"Creg1",1.56196470815375e-10,-0.683406644977888,0.486,0.611,2.36481456814478e-06,"Untreated","significant","negative","CREG1"
"867",889,"Dnajb9",5.00012462617497e-07,0.683137082415342,0.31,0.214,0.0075701886840289,"Untreated","significant","positive","DNAJB9"
"868",234,"Edem1",5.52955997743916e-27,0.68312125844578,0.815,0.713,8.37175380584289e-23,"Untreated","significant","positive","EDEM1"
"869",1585,"Fen1",1.99728027162729e-16,0.682981776280797,0.256,0.159,3.02388233124371e-12,"NP+","significant","positive","FEN1"
"870",101,"App",6.26181734837686e-43,-0.6822136606655,0.815,0.977,9.48039146544257e-39,"Untreated","significant","negative","APP"
"871",563,"Prrc2a",1.88886914342246e-12,0.681815856985353,0.563,0.429,2.85974788314161e-08,"Untreated","significant","positive","PRRC2A"
"872",1628,"Ccpg1",1.9412005946183e-12,-0.681507018973176,0.185,0.267,2.93897770025211e-08,"NP+","significant","negative","CCPG1"
"873",381,"Arf4",1.80698273197135e-18,-0.681209957193739,0.391,0.605,2.73577185620462e-14,"Untreated","significant","negative","ARF4"
"874",1265,"Pcnx",2.71521464449333e-09,-0.680878952890894,0.24,0.312,4.11083497176291e-05,"NP-","significant","negative",NA
"875",190,"Actr2",7.85729707151238e-31,-0.678948491114991,0.573,0.797,1.18959477662698e-26,"Untreated","significant","negative","ACTR2"
"876",323,"Ddhd1",3.31774251964886e-21,-0.67861344445145,0.49,0.699,5.02306217474837e-17,"Untreated","significant","negative","DDHD1"
"877",523,"Arid1a",1.09476048961879e-13,0.677672321938531,0.577,0.434,1.65746738128285e-09,"Untreated","significant","positive","ARID1A"
"878",1577,"Zfp516",1.14345863836695e-17,-0.677578668585798,0.237,0.342,1.73119637848756e-13,"NP+","significant","negative","ZNF516"
"879",577,"Crk",3.23608696577898e-12,0.677521908025984,0.582,0.456,4.89943566618938e-08,"Untreated","significant","positive","CRK"
"880",878,"Arel1",3.67819901641628e-07,-0.67732759455448,0.18,0.293,0.00556879331085424,"Untreated","significant","negative","AREL1"
"881",548,"Dynll1",7.5530568328106e-13,-0.676335743942753,0.306,0.478,1.14353280448752e-08,"Untreated","significant","negative","DYNLL1"
"882",896,"Tmem11",5.37326213148667e-07,0.675881266412543,0.268,0.175,0.00813511886707081,"Untreated","significant","positive","TMEM11"
"883",1187,"Tbxas1",4.21676966698545e-26,0.675685220271137,0.427,0.273,6.38418927581598e-22,"NP-","significant","positive","TBXAS1"
"884",886,"Entpd7",4.59029095134995e-07,0.674913445182955,0.297,0.201,0.00694970050034382,"Untreated","significant","positive","ENTPD7"
"885",798,"Ncoa1",2.62230705111643e-08,-0.67403433843975,0.236,0.361,0.000397017287539028,"Untreated","significant","negative","NCOA1"
"886",1576,"Cmtm6",8.79390872420253e-18,-0.673318218414879,0.277,0.382,1.33139778084426e-13,"NP+","significant","negative","CMTM6"
"887",418,"Cers6",3.67381251641219e-17,-0.673310562006477,0.607,0.716,5.56215214984805e-13,"Untreated","significant","negative","CERS6"
"888",779,"Cnih4",1.2382512596303e-08,-0.673234839920597,0.231,0.363,0.000187471240708028,"Untreated","significant","negative","CNIH4"
"889",1166,"Emb",2.98335143612822e-39,0.673186178582777,0.662,0.479,4.51679407429813e-35,"NP-","significant","positive","EMB"
"890",424,"Ppp1r12c",5.8225075191638e-17,0.672855305640755,0.726,0.6,8.81527638401399e-13,"Untreated","significant","positive","PPP1R12C"
"891",797,"Ino80b",2.44611828523318e-08,0.672766663507405,0.374,0.262,0.000370342308384304,"Untreated","significant","positive","INO80B"
"892",1238,"Sec14l1",4.69487610165774e-13,-0.672471508829872,0.271,0.367,7.10804241790981e-09,"NP-","significant","negative","SEC14L1"
"893",500,"Cenpb",2.13061120020219e-14,0.672366339345314,0.55,0.397,3.22574535710611e-10,"Untreated","significant","positive","CENPB"
"894",1446,"Pilrb1",2.17792497903814e-37,0.671853133562864,0.512,0.33,3.29737841826375e-33,"NP+","significant","positive","PILRB"
"895",841,"Oga",1.19766646598727e-07,0.6718297537647,0.367,0.263,0.00181326702950472,"Untreated","significant","positive","OGA"
"896",890,"Trim41",5.01225938362452e-07,0.67150129799478,0.357,0.262,0.00758856070680753,"Untreated","significant","positive","TRIM41"
"897",1510,"Trem3",1.62289060338996e-24,0.671307706672704,0.377,0.241,2.4570563735324e-20,"NP+","significant","positive",NA
"898",246,"Ywhag",5.32773082004447e-26,0.670988946983456,0.883,0.814,8.06618446154734e-22,"Untreated","significant","positive","YWHAG"
"899",1603,"Itga5",3.8345092774671e-15,-0.670961369530707,0.195,0.29,5.8054470460852e-11,"NP+","significant","negative","ITGA5"
"900",848,"Nop56",1.47563769344419e-07,0.670845676515245,0.367,0.264,0.0022341154678745,"Untreated","significant","positive","NOP56"
"901",844,"Srp68",1.2877345529742e-07,0.670576557377245,0.35,0.247,0.00194963011320293,"Untreated","significant","positive","SRP68"
"902",738,"Gmip",4.88235918869171e-09,0.669946027879571,0.412,0.296,7.39189181167926e-05,"Untreated","significant","positive","GMIP"
"903",828,"Mast3",1.00879958866886e-07,0.669513798551367,0.357,0.252,0.00152732257724466,"Untreated","significant","positive","MAST3"
"904",705,"Pepd",1.35387296309956e-09,0.669248174080096,0.414,0.289,2.04976366613273e-05,"Untreated","significant","positive","PEPD"
"905",1157,"Csf2rb",1.48411684227964e-46,0.668362810759072,0.702,0.497,2.24695289921138e-42,"NP-","significant","positive","CSF2RB"
"906",1278,"Klhl5",2.32468088498659e-08,-0.667678014180802,0.391,0.446,0.00035195668598697,"NP-","significant","negative","KLHL5"
"907",689,"Trmt112",7.48635819293787e-10,0.667558576273417,0.533,0.424,1.13343463041079e-05,"Untreated","significant","positive","TRMT112"
"908",609,"Cux1",1.44408719835385e-11,0.666897850344356,0.527,0.397,2.18634801830773e-07,"Untreated","significant","positive","CUX1"
"909",1402,"Cd48",2.46885814857861e-50,0.666848539608214,0.671,0.469,3.73785123694802e-46,"NP+","significant","positive","CD48"
"910",1449,"Tbpl1",8.80102634721283e-36,0.666463034810584,0.577,0.415,1.33247538896802e-31,"NP+","significant","positive","TBPL1"
"911",159,"Tnfrsf1b",4.40541606433685e-34,-0.666366081518491,0.828,0.889,6.66979992140599e-30,"Untreated","significant","negative","TNFRSF1B"
"912",1270,"Rdx",9.20037727493663e-09,-0.665865119977103,0.202,0.273,0.00013929371194254,"NP-","significant","negative","RDX"
"913",884,"Usp48",4.47947521800873e-07,0.665398634745563,0.378,0.28,0.00678192548006522,"Untreated","significant","positive","USP48"
"914",732,"Dld",3.66375399658097e-09,-0.665298579996834,0.221,0.36,5.54692355082359e-05,"Untreated","significant","negative","DLD"
"915",629,"Hdac5",4.9199401045837e-11,0.664680644815424,0.482,0.349,7.44878931833973e-07,"Untreated","significant","positive","HDAC5"
"916",853,"Naaa",1.62622491617023e-07,0.664554437045437,0.718,0.614,0.00246210452308173,"Untreated","significant","positive","NAAA"
