"","X","gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","comp","significant","expression","human_gene"
"917",1604,"Unc119",4.11688186180507e-15,0.664202313514503,0.267,0.175,6.23295913877288e-11,"NP+","significant","positive","UNC119"
"918",1485,"Smc6",2.42127217755215e-28,0.664020019336403,0.443,0.293,3.66580607681396e-24,"NP+","significant","positive","SMC6"
"919",591,"Atp6v1h",6.12485062361588e-12,-0.664016309891218,0.274,0.444,9.27302384415444e-08,"Untreated","significant","negative","ATP6V1H"
"920",631,"Htra2",5.70384178698504e-11,-0.663904140647693,0.355,0.498,8.63561646549534e-07,"Untreated","significant","negative","HTRA2"
"921",156,"Ifngr1",1.62345000462713e-34,0.663214662005742,0.943,0.899,2.45790330700547e-30,"Untreated","significant","positive","IFNGR1"
"922",1230,"Pik3r1",5.07705845260524e-14,-0.662897528043246,0.219,0.321,7.68666649724433e-10,"NP-","significant","negative","PIK3R1"
"923",1240,"Anxa1",1.59653649701552e-12,0.66281405076952,0.3,0.208,2.41715625648149e-08,"NP-","significant","positive","ANXA1"
"924",800,"Agpat3",2.84869264131971e-08,0.662013664028425,0.408,0.298,0.000431292065895804,"Untreated","significant","positive","AGPAT3"
"925",1441,"Havcr2",4.7706352975914e-38,0.661951771632483,0.496,0.312,7.22274184055337e-34,"NP+","significant","positive","HAVCR2"
"926",378,"Smarca4",1.45052386577606e-18,-0.661539004627737,0.386,0.608,2.19609313278495e-14,"Untreated","significant","negative","SMARCA4"
"927",1163,"Cfb",8.78988834310998e-42,0.661101918571993,0.76,0.586,1.33078909514685e-37,"NP-","significant","positive","CFB"
"928",823,"Itpr1",8.74000401561124e-08,0.660665896632841,0.399,0.292,0.00132323660796354,"Untreated","significant","positive","ITPR1"
"929",700,"Rer1",1.06476230184926e-09,-0.660160483774949,0.248,0.393,1.61205012499978e-05,"Untreated","significant","negative","RER1"
"930",796,"Rnps1",2.44230531949765e-08,0.659925652303839,0.446,0.338,0.000369765025371944,"Untreated","significant","positive","RNPS1"
"931",1463,"Pot1b",3.26564593776932e-33,0.658996702038856,0.525,0.358,4.94418794978275e-29,"NP+","significant","positive","POT1"
"932",1190,"Csf2rb2",1.28381675380349e-24,0.658911589045489,0.457,0.31,1.94369856525848e-20,"NP-","significant","positive","CSF2RB"
"933",386,"Asah1",2.47649092783933e-18,-0.658573042063736,0.408,0.617,3.74940726474874e-14,"Untreated","significant","negative","ASAH1"
"934",1579,"Capg",1.23452807351805e-17,0.657558372885905,0.463,0.352,1.86907550330633e-13,"NP+","significant","positive","CAPG"
"935",766,"Safb",8.45269436320956e-09,0.657321936916878,0.367,0.249,0.000127973792658993,"Untreated","significant","positive","SAFB"
"936",28,"Tyrobp",7.77059651980125e-79,0.657111586999114,0.987,0.906,1.17646831309791e-74,"Untreated","significant","positive","TYROBP"
"937",651,"March6",1.54249374429928e-10,0.656774040204544,0.469,0.343,2.33533552886911e-06,"Untreated","significant","positive",NA
"938",249,"Evl",8.39191492692673e-26,-0.655851937134759,0.699,0.834,1.27053591993671e-21,"Untreated","significant","negative","EVL"
"939",772,"Srsf4",1.00518718824464e-08,0.65572806617108,0.446,0.334,0.000152185340300239,"Untreated","significant","positive","SRSF4"
"940",1440,"Raf1",2.48566157666435e-38,0.6552651307945,0.679,0.537,3.76329162706983e-34,"NP+","significant","positive","RAF1"
"941",640,"Rap1gap2",8.62480542733025e-11,-0.654582133018705,0.444,0.566,1.3057955416978e-06,"Untreated","significant","negative","RAP1GAP2"
"942",404,"Eif4b",1.1508263034613e-17,0.654256864076266,0.707,0.597,1.7423510234404e-13,"Untreated","significant","positive","EIF4B"
"943",1262,"Nr1h3",1.01976822737587e-09,-0.65363255510054,0.28,0.362,1.54392909624707e-05,"NP-","significant","negative","NR1H3"
"944",1413,"Pilra",9.24895302957506e-47,0.65342898047939,0.599,0.384,1.40029148867766e-42,"NP+","significant","positive","PILRB"
"945",755,"Ivns1abp",6.87463314884918e-09,0.653238103628335,0.482,0.368,0.000104081945873577,"Untreated","significant","positive","IVNS1ABP"
"946",507,"Hip1",3.54172611364098e-14,-0.652707437664016,0.437,0.606,5.36217333605244e-10,"Untreated","significant","negative","HIP1"
"947",1151,"Ms4a4c",2.42301329148012e-51,0.652398893230251,0.775,0.583,3.6684421233009e-47,"NP-","significant","positive",NA
"948",855,"Rab20",1.68047976255012e-07,-0.652026023820609,0.263,0.383,0.00254424636050088,"Untreated","significant","negative","RAB20"
"949",1654,"Patz1",1.35278825204171e-09,-0.651998319183266,0.185,0.253,2.04812141359114e-05,"NP+","significant","negative","PATZ1"
"950",690,"Rnf44",8.09183105077624e-10,0.651879699781624,0.537,0.426,1.22510322108752e-05,"Untreated","significant","positive","RNF44"
"951",1406,"Arl5c",6.19565723201067e-49,0.651638626846607,0.671,0.473,9.38022504926415e-45,"NP+","significant","positive","ARL5C"
"952",1361,"Rnf19b",5.91949952789725e-73,0.651366285551907,0.838,0.619,8.96212228523643e-69,"NP+","significant","positive","RNF19B"
"953",794,"Pcif1",2.41467777867699e-08,0.651344544188014,0.397,0.281,0.000365582215691696,"Untreated","significant","positive","PCIF1"
"954",346,"Emb",8.73661606688534e-20,0.650702113552037,0.709,0.516,1.32272367252644e-15,"Untreated","significant","positive","EMB"
"955",1568,"Csrnp1",3.44322422973181e-18,-0.650581450553584,0.343,0.449,5.21304148381397e-14,"NP+","significant","negative","CSRNP1"
"956",294,"Serf2",1.06108368968722e-22,0.650212719724909,0.826,0.734,1.60648070618645e-18,"Untreated","significant","positive","SERF2"
"957",682,"Casp1",4.90676462201473e-10,-0.650057708120987,0.293,0.439,7.4288416377303e-06,"Untreated","significant","negative","CASP1"
"958",1205,"Glrx",5.72535242451412e-20,0.649187323427539,0.364,0.238,8.66818357071439e-16,"NP-","significant","positive","GLRX"
"959",765,"Pot1b",8.42527262056765e-09,-0.649033126982082,0.325,0.456,0.000127558627475394,"Untreated","significant","negative","POT1"
"960",1561,"Creg1",1.33949566994385e-18,0.648862492195963,0.645,0.551,2.02799644429499e-14,"NP+","significant","positive","CREG1"
"961",671,"Ctdnep1",3.3976561638746e-10,0.648516983350578,0.471,0.344,5.14405143210614e-06,"Untreated","significant","positive","CTDNEP1"
"962",881,"Zdhhc3",4.07550928998643e-07,0.647062169387837,0.369,0.272,0.00617032106503946,"Untreated","significant","positive","ZDHHC3"
"963",880,"Itgax",4.07466388662886e-07,-0.646762628559406,0.374,0.485,0.0061690411243561,"Untreated","significant","negative","ITGAX"
"964",279,"Abr",1.95196395490877e-23,-0.646676628437722,0.582,0.792,2.95527342773187e-19,"Untreated","significant","negative","ABR"
"965",824,"Itpkb",9.12081468152594e-08,0.646645426317907,0.34,0.233,0.00138089134278303,"Untreated","significant","positive","ITPKB"
"966",1213,"Oas2",2.94954347077555e-17,0.645287112343658,0.34,0.226,4.46560881475419e-13,"NP-","significant","positive","OAS2"
"967",312,"Eif4a1",6.31063083042657e-22,-0.645002784255412,0.529,0.728,9.55429507726582e-18,"Untreated","significant","negative","EIF4A1"
"968",511,"Sem1",5.33576803463852e-14,0.644398603576672,0.686,0.63,8.07835280444272e-10,"Untreated","significant","positive","SEM1"
"969",811,"Ndufb6",4.56627367332465e-08,0.644385413483302,0.446,0.341,0.000691333834141352,"Untreated","significant","positive","NDUFB6"
"970",1543,"Abcg1",1.70342759084681e-20,0.644244665174543,0.403,0.283,2.57898937254208e-16,"NP+","significant","positive","ABCG1"
"971",1551,"Plbd1",1.3817770564531e-19,-0.644120395441774,0.563,0.632,2.09201046347e-15,"NP+","significant","negative","PLBD1"
"972",1185,"Ifi202b",1.31195787129667e-26,0.644026508166927,0.545,0.395,1.98630421714316e-22,"NP-","significant","positive",NA
"973",784,"Atg2a",1.42518162903639e-08,0.643155071425335,0.476,0.37,0.00021577249863611,"Untreated","significant","positive","ATG2A"
"974",306,"Wipf1",2.98636055786372e-22,0.642939727736468,0.826,0.75,4.52134988460568e-18,"Untreated","significant","positive","WIPF1"
"975",457,"Srsf2",8.49552603223135e-16,0.642462884380637,0.665,0.529,1.28622264127983e-11,"Untreated","significant","positive","SRSF2"
"976",453,"Rasa4",6.7619457394798e-16,-0.64195274991709,0.503,0.66,1.02375858495724e-11,"Untreated","significant","negative","RASA4B"
"977",1468,"Isoc1",1.21118506873716e-31,0.641733145186529,0.486,0.325,1.83373419406806e-27,"NP+","significant","positive","ISOC1"
"978",1229,"H2-Q6",5.01767536119957e-14,-0.641072572008549,0.376,0.471,7.59676049685614e-10,"NP-","significant","negative","HLA-G"
"979",1227,"Saraf",2.25001231293797e-14,-0.641005863017756,0.263,0.368,3.40651864178809e-10,"NP-","significant","negative","SARAF"
"980",644,"Selenok",9.74041700007014e-11,0.640873750507466,0.476,0.339,1.47469913381062e-06,"Untreated","significant","positive","SELENOK"
"981",680,"Bbc3",4.73045756145795e-10,0.640821237311199,0.522,0.402,7.16191274804734e-06,"Untreated","significant","positive","BBC3"
"982",384,"Psma4",2.41593540799894e-18,-0.640182480135693,0.505,0.683,3.6577262077104e-14,"Untreated","significant","negative","PSMA4"
"983",1211,"Ccl9",1.61503886397113e-17,0.640012877056227,0.442,0.326,2.44516884005229e-13,"NP-","significant","positive","CCL23"
"984",704,"Cdk11b",1.3446010228137e-09,0.639884334496338,0.488,0.374,2.03572594853994e-05,"Untreated","significant","positive","CDK11B"
"985",1565,"Atp6v1c1",1.98908877749903e-18,0.639608770839768,0.39,0.278,3.01148040913352e-14,"NP+","significant","positive","ATP6V1C1"
"986",879,"Wdfy2",3.7991372681992e-07,0.639479168435713,0.335,0.235,0.00575189382405359,"Untreated","significant","positive","WDFY2"
"987",357,"Cdc42se1",3.57763553055382e-19,0.639257623637763,0.779,0.694,5.41654019325849e-15,"Untreated","significant","positive","CDC42SE1"
"988",214,"Emilin2",5.12040863698372e-28,0.638588157241206,0.873,0.787,7.75229867639335e-24,"Untreated","significant","positive","EMILIN2"
"989",173,"H2-Eb1",5.11655253362532e-32,-0.63844311983557,0.949,0.975,7.74646053590873e-28,"Untreated","significant","negative","HLA-DRB5"
"990",670,"Kdm5c",3.3241947571319e-10,0.638298083604387,0.476,0.348,5.0328308622977e-06,"Untreated","significant","positive","KDM5C"
"991",1580,"Rubcnl",1.96080346178705e-17,0.638108931801586,0.332,0.225,2.9686564411456e-13,"NP+","significant","positive","RUBCNL"
"992",155,"Trafd1",1.50811462554104e-34,-0.638056603947278,0.728,0.877,2.28328554306913e-30,"Untreated","significant","negative","TRAFD1"
"993",1493,"Ceacam1",3.35787803957307e-27,0.637804266475812,0.577,0.457,5.08382735191362e-23,"NP+","significant","positive","PSG9"
"994",1200,"Sirpb1a",4.2873475314719e-22,0.637608845714991,0.373,0.236,6.49104416264846e-18,"NP-","significant","positive","SIRPG"
"995",1321,"Calm1",8.855612917765e-137,0.637094161951059,0.996,0.873,1.34073979574962e-132,"NP+","significant","positive","CALM1"
"996",1491,"Rilpl2",2.41101946692884e-27,0.636286862576615,0.581,0.436,3.65028347293027e-23,"NP+","significant","positive","RILPL2"
"997",1596,"Tap2",2.58614674619936e-15,-0.636239414927919,0.753,0.769,3.91542617374583e-11,"NP+","significant","negative","TAP2"
"998",888,"Pgap2",4.79634332458312e-07,-0.636228465959022,0.195,0.309,0.00726166379341884,"Untreated","significant","negative","PGAP2"
"999",1505,"Tbc1d9",1.3041671863524e-25,0.636076907811004,0.434,0.293,1.97450912013754e-21,"NP+","significant","positive","TBC1D9"
"1000",1500,"Sod2",3.67896866001029e-26,0.635379139046014,0.615,0.48,5.56995855125557e-22,"NP+","significant","positive","SOD2"
"1001",1424,"Hpse",1.62730725906153e-42,0.634989624514812,0.719,0.536,2.46374319021916e-38,"NP+","significant","positive","HPSE"
"1002",526,"Dusp6",1.42033465591576e-13,0.634715121326868,0.779,0.736,2.15038666905647e-09,"Untreated","significant","positive","DUSP6"
"1003",1516,"Itgav",7.80318067319782e-24,0.633678817205103,0.41,0.275,1.18140155392215e-19,"NP+","significant","positive","ITGAV"
"1004",860,"Zfp800",1.94673245484536e-07,-0.633663104018987,0.246,0.364,0.00294735293663587,"Untreated","significant","negative","ZNF800"
"1005",1515,"Fyn",5.18441394707677e-24,0.633452587390235,0.509,0.382,7.84920271587422e-20,"NP+","significant","positive","FYN"
"1006",1657,"Jak3",2.16992930010102e-09,-0.632505311440106,0.267,0.335,3.28527296035295e-05,"NP+","significant","negative","JAK3"
"1007",722,"Slc38a10",2.608074110948e-09,0.632391442637665,0.412,0.29,3.94862420397526e-05,"Untreated","significant","positive","SLC38A10"
"1008",790,"Phf23",1.89270826311805e-08,0.631958414515029,0.425,0.313,0.000286556031036073,"Untreated","significant","positive","PHF23"
"1009",1170,"Cited2",9.73900539155013e-37,0.631821033377213,0.74,0.561,1.47448541628069e-32,"NP-","significant","positive","CITED2"
"1010",1158,"Klra2",1.91473081456063e-46,0.631599808093344,0.739,0.538,2.89890245324479e-42,"NP-","significant","positive",NA
"1011",1319,"Rap1b",2.02992527394819e-142,0.63078993468769,0.992,0.891,3.07330686475757e-138,"NP+","significant","positive","RAP1BL"
"1012",1145,"Ccr2",5.4128951148888e-57,0.630726311829139,0.804,0.565,8.19512320394164e-53,"NP-","significant","positive","CCR2"
"1013",780,"Antxr2",1.26223762531997e-08,0.630698847909668,0.314,0.2,0.000191102776473444,"Untreated","significant","positive","ANTXR2"
"1014",1637,"Nrip1",1.84148149602959e-11,0.630507553755082,0.251,0.174,2.7880029849888e-07,"NP+","significant","positive","NRIP1"
"1015",1252,"Ptp4a3",2.38537176013726e-11,-0.630164274596634,0.218,0.307,3.61145284484782e-07,"NP-","significant","negative","PTP4A3"
"1016",857,"mt-Nd5",1.81512314505737e-07,0.630096476198006,0.476,0.38,0.00274809644161686,"Untreated","significant","positive","ND5"
"1017",883,"Sec61g",4.37926520216779e-07,0.630021187382346,0.41,0.317,0.00663020751608203,"Untreated","significant","positive","SEC61G"
"1018",845,"Susd3",1.29988086314163e-07,0.629867409264501,0.38,0.274,0.00196801962679643,"Untreated","significant","positive","SUSD3"
"1019",574,"Aldoa",2.91619272194872e-12,-0.629519540054689,0.418,0.57,4.41511578103036e-08,"Untreated","significant","negative","ALDOA"
"1020",642,"Mospd2",9.34931669321577e-11,-0.629352950299777,0.316,0.47,1.41548654735287e-06,"Untreated","significant","negative","MOSPD2"
"1021",1612,"Ripk2",1.87462413802039e-14,0.628459725106224,0.389,0.298,2.83818094496287e-10,"NP+","significant","positive","RIPK2"
"1022",459,"Fam129a",1.1013197684846e-15,0.62802974815056,0.694,0.546,1.66739812948569e-11,"Untreated","significant","positive",NA
"1023",1372,"Dock2",5.30241313009941e-66,0.627970717376471,0.8,0.592,8.02785347897051e-62,"NP+","significant","positive","DOCK2"
"1024",715,"Tpd52",1.96151976284275e-09,0.627806807640866,0.473,0.352,2.96974092094393e-05,"Untreated","significant","positive","TPD52"
"1025",1195,"Csrnp1",6.94790759054159e-23,0.62755865394758,0.493,0.351,1.051913209208e-18,"NP-","significant","positive","CSRNP1"
"1026",1342,"Ptprj",5.68525986216401e-89,0.62747271767666,0.907,0.71,8.60748343131631e-85,"NP+","significant","positive","PTPRJ"
"1027",747,"Hdgf",6.12144991317845e-09,0.627143682837958,0.408,0.289,9.26787516855217e-05,"Untreated","significant","positive","HDGF"
"1028",781,"Ncor1",1.33619876492022e-08,0.626410224063972,0.406,0.291,0.000202300493008921,"Untreated","significant","positive","NCOR1"
"1029",1477,"B4galnt1",1.15905161645172e-29,0.626181941430219,0.55,0.401,1.7548041473079e-25,"NP+","significant","positive","B4GALNT1"
"1030",901,"Kmt2b",6.54497771386621e-07,0.625778863018764,0.357,0.257,0.00990909625879344,"Untreated","significant","positive","KMT2B"
"1031",1339,"Adgre4",4.76285587114653e-90,0.625481349479318,0.901,0.64,7.21096378891585e-86,"NP+","significant","positive","ADGRE4P"
"1032",273,"Atp1b3",5.04812513561483e-24,-0.625447534982726,0.605,0.781,7.64286145532086e-20,"Untreated","significant","negative","ATP1B3"
"1033",1624,"Sptan1",1.00186962454576e-12,-0.625434366318814,0.609,0.642,1.51683061156229e-08,"NP+","significant","negative","SPTAN1"
"1034",1438,"Mpp1",1.25213847465313e-38,0.624842443130943,0.6,0.421,1.89573765062484e-34,"NP+","significant","positive","MPP1"
"1035",1488,"Kcnab2",5.91573901855407e-28,0.623601744517151,0.454,0.3,8.95642887409087e-24,"NP+","significant","positive","KCNAB2"
"1036",827,"Jdp2",9.9230709687238e-08,-0.622216330250892,0.265,0.391,0.00150235294466478,"Untreated","significant","negative","JDP2"
"1037",530,"Ctdsp1",1.71157078438959e-13,0.622104481699149,0.675,0.567,2.59131816756583e-09,"Untreated","significant","positive","CTDSP1"
"1038",847,"Dhrs3",1.42091388124126e-07,0.621424265039991,0.265,0.167,0.00215126361619926,"Untreated","significant","positive","DHRS3"
"1039",119,"Itm2b",9.60869126108884e-40,-0.621395908400979,0.96,0.997,1.45475585692885e-35,"Untreated","significant","negative","ITM2B"
"1040",285,"Cd300c2",4.96814589286449e-23,-0.621241507323583,0.588,0.77,7.52177288179684e-19,"Untreated","significant","negative","CD300C"
"1041",892,"Ints3",5.05909993583257e-07,0.621153998654134,0.282,0.186,0.00765947730285051,"Untreated","significant","positive","INTS3"
"1042",92,"Junb",1.83431863609937e-44,0.620912004253774,0.987,0.921,2.77715841505444e-40,"Untreated","significant","positive","JUNB"
"1043",852,"Npepl1",1.60562150071948e-07,0.619994863317105,0.348,0.244,0.0024309109520893,"Untreated","significant","positive","NPEPL1"
"1044",897,"Ubash3b",5.38570999563895e-07,-0.619843503862391,0.255,0.368,0.00815396493339737,"Untreated","significant","negative","UBASH3B"
"1045",1139,"Plac8",4.02316911214894e-96,0.619810240451927,0.959,0.836,6.0910780357935e-92,"NP-","significant","positive","PLAC8"
"1046",1326,"Fyb",2.34470806832666e-108,0.619575520789789,0.98,0.744,3.54988801544656e-104,"NP+","significant","positive",NA
"1047",1589,"Sh2d1b1",3.95618476938677e-16,0.619179661103029,0.304,0.202,5.98966374085157e-12,"NP+","significant","positive","SH2D1B"
"1048",723,"Med28",2.67176921300932e-09,-0.617455713605116,0.306,0.443,4.0450585884961e-05,"Untreated","significant","negative","MED28"
"1049",734,"Lipe",4.21499480234358e-09,-0.617278433946582,0.395,0.523,6.38150213074818e-05,"Untreated","significant","negative","LIPE"
"1050",1236,"Ifitm6",2.43108042789376e-13,0.61630270097595,0.399,0.3,3.68065576783115e-09,"NP-","significant","positive",NA
"1051",643,"Sulf2",9.35397017257732e-11,0.616271777274388,0.459,0.312,1.41619108412821e-06,"Untreated","significant","positive","SULF2"
