"","gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","comp","significant","expression","human_gene"
"469","Sephs1",3.6080260599217e-11,0.953488546002244,0.268,0.095,5.7829441688425e-07,"NP-","significant","positive","SEPHS1"
"470","Dynll1",4.44810853534413e-18,-0.952748608518287,0.134,0.473,7.12942836044958e-14,"Untreated","significant","negative","DYNLL1"
"471","Nap1l4",5.71376033328204e-11,-0.952411758338342,0.229,0.526,9.15801506218445e-07,"NP+","significant","negative","NAP1L4"
"472","Nrip1",3.41507862751146e-15,-0.951991636990612,0.145,0.45,5.47368802417537e-11,"Untreated","significant","negative","NRIP1"
"473","Cand1",1.6115166349466e-08,-0.951975702850512,0.211,0.449,0.00025829388624924,"NP+","significant","negative","CAND1"
"474","Hipk1",4.10203263374759e-36,0.950297452175963,0.923,0.475,6.57473790537063e-32,"NP-","significant","positive","HIPK1"
"475","Pmf1",3.17762667448101e-12,0.950246841110966,0.27,0.086,5.09310003385817e-08,"NP-","significant","positive","PMF1-BGLAP"
"476","Prkch",1.07284487631307e-18,-0.948701326185431,0.264,0.647,1.71955576775459e-14,"Untreated","significant","negative","PRKCH"
"477","Slain2",1.03509878988187e-29,0.948213791733886,0.563,0.172,1.65905634042266e-25,"NP-","significant","positive","SLAIN2"
"478","Sptan1",3.51119338230314e-12,-0.947788043794104,0.343,0.674,5.62774075315547e-08,"NP+","significant","negative","SPTAN1"
"479","Chm",1.23859340464725e-09,-0.944646192647302,0.087,0.296,1.98521750896861e-05,"Untreated","significant","negative","CHM"
"480","Polr1a",3.57664436090995e-12,-0.944234684677996,0.076,0.296,5.73264558166646e-08,"Untreated","significant","negative","POLR1A"
"481","Ube2n",6.33540343572371e-13,-0.943796073731615,0.051,0.262,1.0154384626778e-08,"Untreated","significant","negative","UBE2N"
"482","mt-Co3",2.34995232744732e-12,-0.94349112214551,0.361,0.696,3.76650359043256e-08,"NP+","significant","negative","COX3"
"483","Gramd3",4.01576420224787e-07,0.941512440119986,0.705,0.596,0.00643646686336288,"NP+","significant","positive",NA
"484","Ino80",2.63424449198965e-18,0.941064584536588,0.365,0.113,4.22216707176101e-14,"NP-","significant","positive","INO80"
"485","Spint2",4.37898233182144e-08,-0.940912423289855,0.187,0.418,0.00070186328814434,"NP+","significant","negative","SPINT2"
"486","Tab2",1.61695867884723e-22,-0.940493664978625,0.239,0.668,2.59166137045635e-18,"Untreated","significant","negative","TAB2"
"487","Prkca",3.21353735974176e-16,0.938826225592406,0.318,0.09,5.1506576801941e-12,"NP-","significant","positive","PRKCA"
"488","Baz1b",5.04215290055044e-08,-0.93755597782951,0.229,0.467,0.000808156266900225,"NP+","significant","negative","BAZ1B"
"489","Cxxc1",3.76390340839285e-10,-0.937394691142481,0.241,0.498,6.03278438297206e-06,"NP+","significant","negative","CXXC1"
"490","Brpf3",7.42521980792886e-13,0.936604369814819,0.254,0.072,1.19011423081484e-08,"NP-","significant","positive","BRPF3"
"491","Fbxl12",2.67473813084849e-07,-0.936133067693162,0.199,0.402,0.00428707027612395,"NP+","significant","negative","FBXL12"
"492","Eif3f",5.19490694172394e-22,-0.935927054921851,0.29,0.719,8.32639684619513e-18,"Untreated","significant","negative","EIF3F"
"493","Nsa2",1.55269979115232e-17,-0.935580779446627,0.069,0.355,2.48866722525894e-13,"Untreated","significant","negative","NSA2"
"494","Mapkap1",6.22581957624045e-14,-0.933399741669876,0.076,0.33,9.97874361679819e-10,"Untreated","significant","negative","MAPKAP1"
"495","Smarcc1",3.76482230663455e-22,0.930045612603448,0.479,0.163,6.03425719307386e-18,"NP-","significant","positive","SMARCC1"
"496","Trim33",1.78179633202264e-22,0.928352552790332,0.451,0.143,2.85586316096589e-18,"NP-","significant","positive","TRIM33"
"497","Timm22",6.67006833093404e-13,0.927662201423932,0.274,0.088,1.06907855208211e-08,"NP-","significant","positive","TIMM22"
"498","Nt5c3b",5.7410790883614e-20,0.926477848085015,0.395,0.113,9.20180156282565e-16,"NP-","significant","positive","NT5C3B"
"499","Actr3",4.01113784624556e-10,-0.925225041376571,0.289,0.569,6.42905173996239e-06,"NP+","significant","negative","ACTR3"
"500","Morf4l2",6.07579134732736e-20,0.925146950764158,0.307,0.068,9.7382783714963e-16,"NP-","significant","positive","MORF4L2"
"501","Vcpip1",1.33416644747794e-17,0.924996497360789,0.379,0.138,2.13840198201764e-13,"NP-","significant","positive","VCPIP1"
"502","Gnl2",2.02482565614453e-15,0.924925078149253,0.3,0.093,3.24539056166845e-11,"NP-","significant","positive","GNL2"
"503","Nudcd3",9.4527154069763e-11,-0.924512162797386,0.319,0.618,1.51508122543016e-06,"NP+","significant","negative","NUDCD3"
"504","Pptc7",4.86183069227863e-18,0.923959314670356,0.384,0.122,7.79254223358419e-14,"NP-","significant","positive","PPTC7"
"505","Sfi1",1.27685038608064e-08,-0.923061813258948,0.277,0.53,0.000204653579881005,"NP+","significant","negative","SFI1"
"506","Eif4enif1",1.25452017153589e-09,-0.921942648552003,0.076,0.274,2.01074493093772e-05,"Untreated","significant","negative","EIF4ENIF1"
"507","Ablim1",2.06136345299827e-14,-0.920867566188399,0.446,0.805,3.30395334246562e-10,"NP+","significant","negative","ABLIM1"
"508","H2-Q4",2.90478695120205e-15,-0.920142873967511,0.127,0.423,4.65579252538665e-11,"Untreated","significant","negative","HLA-E"
"509","Ube2d3",2.41436234961165e-22,-0.919107181646551,0.178,0.571,3.86973997395755e-18,"Untreated","significant","negative","UBE2D3"
"510","Kmt2c",1.14269500479088e-16,-0.918531868138521,0.109,0.413,1.83151155367883e-12,"Untreated","significant","negative","KMT2C"
"511","Lgals3",6.98797303111477e-09,0.91715855542944,0.645,0.427,0.000112003231742708,"NP+","significant","positive","LGALS3"
"512","Epsti1",9.98820088943565e-15,-0.916635513561762,0.225,0.546,1.60090883855875e-10,"Untreated","significant","negative","EPSTI1"
"513","Tmem64",4.76523019508672e-10,-0.916348958035064,0.175,0.437,7.637710956685e-06,"NP+","significant","negative","TMEM64"
"514","Mlx",1.21828601419853e-16,0.915737703508835,0.286,0.075,1.9526688235574e-12,"NP-","significant","positive","MLX"
"515","Mllt6",3.47862566195472e-15,-0.915712529304466,0.464,0.822,5.57554121098103e-11,"NP+","significant","negative","MLLT6"
"516","Hspa8",5.90233149092103e-20,-0.915570973359284,0.417,0.814,9.46025691364823e-16,"Untreated","significant","negative","HSPA8"
"517","Ankhd1",6.96505969790663e-25,0.91533560117332,0.458,0.133,1.11635976838048e-20,"NP-","significant","positive","ANKHD1-EIF4EBP3"
"518","mt-Co3",4.22098296342119e-28,0.915224154733785,0.83,0.398,6.76539149377148e-24,"NP-","significant","positive","COX3"
"519","Hdac7",9.95292456601302e-11,-0.915074436146654,0.265,0.553,1.59525474944057e-06,"NP+","significant","negative","HDAC7"
"520","Stip1",5.86673684944302e-15,-0.913409224736693,0.156,0.469,9.40320582228727e-11,"Untreated","significant","negative","STIP1"
"521","Macf1",5.33131026008493e-15,-0.912627637463832,0.518,0.845,8.54502408486413e-11,"NP+","significant","negative","MACF1"
"522","mt-Atp6",1.20804542234165e-30,0.911868963123629,0.879,0.475,1.93625520292919e-26,"NP-","significant","positive","ATP6"
"523","Bhlhe40",3.83771813353583e-15,-0.91138570097284,0.471,0.746,6.15109462443123e-11,"Untreated","significant","negative","BHLHE40"
"524","Heatr1",1.19159748694276e-15,0.911298557052186,0.296,0.09,1.90989245207185e-11,"NP-","significant","positive","HEATR1"
"525","Slc25a51",4.2103720371053e-12,-0.90879586686689,0.112,0.361,6.74838430107237e-08,"Untreated","significant","negative","SLC25A52"
"526","Znrf1",8.27788252076226e-09,-0.90788380115458,0.422,0.678,0.000132677901042777,"NP+","significant","negative","ZNRF1"
"527","Eif3f",1.71386995406981e-34,0.907720322346016,0.816,0.326,2.7469907623831e-30,"NP-","significant","positive","EIF3F"
"528","Tuba1a",2.0868864865039e-09,-0.907523025708359,0.205,0.459,3.34486166056846e-05,"NP+","significant","negative","TUBA1A"
"529","Isg15",4.03167449667357e-20,-0.906736580249986,0.127,0.355,6.4619678832684e-16,"Untreated","significant","negative","ISG15"
"530","Nolc1",3.84371125845726e-12,0.906702699781467,0.279,0.09,6.16070040505529e-08,"NP-","significant","positive","NOLC1"
"531","Bst2",3.78990645569232e-13,-0.905344330781192,0.152,0.409,6.07446206718366e-09,"Untreated","significant","negative","BST2"
"532","Lgals3bp",2.44716425768547e-14,-0.904506660979852,0.185,0.482,3.92231487221827e-10,"Untreated","significant","negative","LGALS3BP"
"533","Eif5a",5.61123681269683e-09,-0.904071679523866,0.289,0.552,8.99369036339048e-05,"NP+","significant","negative","EIF5AL1"
"534","Kdm4a",1.25875361816603e-07,-0.903681111271019,0.211,0.424,0.00201753029919651,"NP+","significant","negative","KDM4A"
"535","Rpa1",3.76793186077141e-09,-0.903439852608499,0.283,0.554,6.03924118644441e-05,"NP+","significant","negative","RPA1"
"536","Tomm70a",5.25135702927877e-12,-0.903435829188963,0.062,0.273,8.41687504652802e-08,"Untreated","significant","negative","TOMM70"
"537","Dars",5.59194750479131e-15,-0.90303938443273,0.149,0.448,8.96277346067951e-11,"Untreated","significant","negative",NA
"538","Hnrnpa0",1.06398758230333e-11,-0.902821105622245,0.295,0.596,1.70535929691577e-07,"NP+","significant","negative","HNRNPA0"
"539","Tnk2",3.85322845587798e-07,-0.901998887992232,0.265,0.476,0.00617595456908123,"NP+","significant","negative","TNK2"
"540","Dynll1",7.22258250595002e-28,0.901967222376721,0.542,0.172,1.15763552405367e-23,"NP-","significant","positive","DYNLL1"
"541","Csk",1.01037696850627e-11,-0.901713564942149,0.41,0.716,1.61943220512185e-07,"NP+","significant","negative","CSK"
"542","Med21",1.86071932116141e-12,0.901634674969584,0.286,0.097,2.9823609279575e-08,"NP-","significant","positive","MED21"
"543","Smarca5",8.56947505863916e-24,0.901340518607732,0.533,0.186,1.37351546239869e-19,"NP-","significant","positive","SMARCA5"
"544","Cdc23",2.88549605907028e-13,0.899959500949299,0.3,0.097,4.62487308347784e-09,"NP-","significant","positive","CDC23"
"545","Add3",2.35652813222553e-11,-0.899398927545677,0.307,0.617,3.77704329033109e-07,"NP+","significant","negative","ADD3"
"546","R3hdm1",4.28226210179602e-13,-0.899183337862103,0.098,0.344,6.86360969675866e-09,"Untreated","significant","negative","R3HDM1"
"547","Zup1",7.76166748509624e-13,-0.898812128923385,0.076,0.292,1.24404006451123e-08,"Untreated","significant","negative","ZUP1"
"548","Kat2b",5.68258666765083e-19,0.898014424899765,0.342,0.1,9.10804991091076e-15,"NP-","significant","positive","KAT2B"
"549","Foxp1",1.67974485981275e-10,-0.897563252192773,0.313,0.586,2.69229506130788e-06,"NP+","significant","negative","FOXP1"
"550","Rhob",8.60073248665256e-09,-0.897394141477418,0.301,0.525,0.000137852540296067,"NP+","significant","negative","RHOB"
"551","Gbp4",2.2532459494479e-25,0.896058548115937,0.707,0.31,3.61150260777509e-21,"NP-","significant","positive","GBP6"
"552","Brf1",1.86135650221018e-08,-0.895464021634778,0.211,0.446,0.000298338220174248,"NP+","significant","negative","BRF1"
"553","Trim8",3.41722216212306e-09,-0.894733603194226,0.301,0.571,5.47712368145084e-05,"NP+","significant","negative","TRIM8"
"554","Rab5c",2.01001049481387e-20,-0.8942162264261,0.261,0.686,3.22164482108768e-16,"Untreated","significant","negative","RAB5C"
"555","Ppil1",7.81136188587154e-14,0.893831040947968,0.314,0.104,1.25200508306749e-09,"NP-","significant","positive","PPIL1"
"556","Sesn1",4.08256604621261e-17,0.892759976115029,0.363,0.127,6.54353685886957e-13,"NP-","significant","positive","SESN1"
"557","Eef1g",6.31754073615905e-28,0.892742695390759,0.598,0.213,1.01257542919157e-23,"NP-","significant","positive","EEF1G"
"558","Gch1",3.30742928280102e-09,-0.892660614305452,0.112,0.31,5.30114765447348e-05,"Untreated","significant","negative","GCH1"
"559","Uri1",7.87877120148086e-08,-0.89196685693569,0.169,0.387,0.00126280944817335,"NP+","significant","negative","URI1"
"560","Tasp1",1.76324289366863e-13,-0.889805168020025,0.069,0.304,2.82612570997208e-09,"Untreated","significant","negative","TASP1"
"561","Golga5",6.65256160766012e-19,0.888821996661073,0.33,0.086,1.06627257447576e-14,"NP-","significant","positive","GOLGA5"
"562","Cers6",1.36738317744783e-13,-0.888253172487658,0.098,0.268,2.19164175681338e-09,"Untreated","significant","negative","CERS6"
"563","Abcb7",2.96538999013886e-09,-0.888060171584293,0.08,0.261,4.75292707619456e-05,"Untreated","significant","negative","ABCB7"
"564","Gimap6",1.81432505250018e-10,-0.887598681955693,0.53,0.751,2.90800019414728e-06,"NP+","significant","negative","GIMAP6"
"565","Nucks1",1.28815394591631e-20,0.887511142552256,0.477,0.167,2.06465314451466e-16,"NP-","significant","positive","NUCKS1"
"566","Scml4",4.06941717912131e-13,0.886604691866729,0.254,0.079,6.52246185469563e-09,"NP-","significant","positive","SCML4"
"567","Unc13d",2.60435818433359e-08,-0.886577166366385,0.271,0.521,0.000417426529784987,"NP+","significant","negative","UNC13D"
"568","Il16",9.18801981205336e-12,-0.885918949035164,0.373,0.671,1.47265581547591e-07,"NP+","significant","negative","IL16"
"569","Hectd4",7.5742892072332e-24,0.884834897774278,0.419,0.113,1.21400707413534e-19,"NP-","significant","positive","HECTD4"
"570","Psmc5",6.48779269572824e-19,-0.884774033165854,0.17,0.535,1.03986341327132e-14,"Untreated","significant","negative","PSMC5"
"571","Jaml",2.12456823876644e-07,-0.884210865116351,0.141,0.284,0.00340525797309485,"Untreated","significant","negative","JAML"
"572","Dctn6",1.46037648565266e-12,-0.883825336102801,0.123,0.389,2.34069143120408e-08,"Untreated","significant","negative","DCTN6"
"573","Fam193b",2.87329883052836e-09,-0.883769602954496,0.289,0.545,4.60532336557086e-05,"NP+","significant","negative","FAM193B"
"574","Arpc2",3.10509904277604e-31,0.882755984895686,0.77,0.31,4.97685274576144e-27,"NP-","significant","positive","ARPC2"
"575","Pip4p1",1.94173268752911e-14,-0.882008050987014,0.109,0.355,3.11220915157165e-10,"Untreated","significant","negative","PIP4P1"
"576","Cited2",4.8807765419825e-09,-0.880815981058533,0.392,0.665,7.82290864148956e-05,"NP+","significant","negative","CITED2"
"577","Traf4",3.98254515678332e-07,-0.880770596898961,0.101,0.26,0.00638322337729231,"Untreated","significant","negative","TRAF4"
"578","Gnl2",2.73110168844807e-10,-0.880709935470085,0.076,0.26,4.37740978624456e-06,"Untreated","significant","negative","GNL2"
"579","Mcm2",1.83808689763497e-12,0.879240864861924,0.36,0.143,2.94608567952933e-08,"NP-","significant","positive","MCM2"
"580","Ppm1b",1.04379706103902e-09,-0.878470862886518,0.343,0.631,1.67299792943333e-05,"NP+","significant","negative","PPM1B"
"581","Tnks2",7.75464863841054e-11,-0.878350180012369,0.271,0.564,1.24291508376444e-06,"NP+","significant","negative","TNKS2"
"582","Csk",6.86125526856907e-31,0.877779265013105,0.87,0.403,1.09972199444625e-26,"NP-","significant","positive","CSK"
"583","Icam1",9.70696485027841e-16,-0.877771657099485,0.141,0.425,1.55583232620262e-11,"Untreated","significant","negative","ICAM1"
"584","Nipal3",1.06589262712601e-07,-0.877330950314005,0.199,0.41,0.00170841270275758,"NP+","significant","negative","NIPAL3"
"585","Dcaf11",1.83964477972281e-15,-0.874988238242971,0.116,0.408,2.94858265293972e-11,"Untreated","significant","negative","DCAF11"
"586","Dctn6",1.86656138422635e-19,0.874439646722094,0.442,0.154,2.991724586638e-15,"NP-","significant","positive","DCTN6"
"587","Sgpl1",1.45282235772014e-11,-0.874295390159386,0.105,0.318,2.32858367495384e-07,"Untreated","significant","negative","SGPL1"
"588","Fam114a2",3.0627068011437e-12,-0.874260159851239,0.076,0.308,4.90890646087312e-08,"Untreated","significant","negative","FAM114A2"
"589","Senp6",8.11946165858592e-10,-0.873779547877521,0.229,0.502,1.30138731463815e-05,"NP+","significant","negative","SENP6"
"590","Klf2",7.29075292394029e-16,0.871228985787528,0.866,0.833,1.16856187864915e-11,"Untreated","significant","positive","KLF2"
"591","R3hdm1",2.38619729497128e-21,0.870555692824644,0.402,0.115,3.82459702437996e-17,"NP-","significant","positive","R3HDM1"
"592","Hmg20b",2.25894753981135e-17,0.869413489458408,0.361,0.115,3.62064111680963e-13,"NP-","significant","positive","HMG20B"
"593","Nup153",3.6845186700318e-31,0.868591395216676,0.786,0.317,5.90554652432697e-27,"NP-","significant","positive","NUP153"
"594","Entr1",2.41744415167342e-13,-0.868296634870378,0.138,0.416,3.87467948630216e-09,"Untreated","significant","negative","ENTR1"
"595","Eftud2",1.15120813916193e-09,-0.86767414171726,0.223,0.498,1.84515640544874e-05,"NP+","significant","negative","EFTUD2"
"596","Ighm",4.39856787138964e-08,-0.867281390565498,0.235,0.423,0.000705002458426332,"NP+","significant","negative","IGHM"
"597","Jun",5.41979061639792e-07,-0.866881111342568,0.392,0.603,0.00868684039996259,"NP+","significant","negative","JUN"
"598","Hectd3",1.46419711780575e-07,-0.865567951367545,0.223,0.446,0.00234681514041906,"NP+","significant","negative","HECTD3"
"599","Prdm1",1.29268689820985e-14,-0.864297192636063,0.091,0.332,2.07191856045075e-10,"Untreated","significant","negative","PRDM1"
"600","Sept11",2.72597069780117e-16,-0.862666443853475,0.196,0.537,4.36918583443572e-12,"Untreated","significant","negative",NA
"601","Gabarap",7.98621449257106e-18,-0.862294764578702,0.141,0.466,1.28003045886929e-13,"Untreated","significant","negative","GABARAP"
"602","Kat6b",2.14997352984404e-18,0.861905269808047,0.375,0.111,3.44597757363403e-14,"NP-","significant","positive","KAT6B"
"603","Pou2f1",3.62753186260792e-14,0.858480133889163,0.268,0.079,5.81420806938797e-10,"NP-","significant","positive","POU2F1"
"604","Cdipt",9.51161000264544e-31,0.858193390185465,0.572,0.174,1.52452085122401e-26,"NP-","significant","positive","CDIPT"
"605","Parp9",4.57857547917435e-15,-0.858084417809108,0.112,0.38,7.33854077802064e-11,"Untreated","significant","negative","PARP9"
"606","Pde3b",1.25760081669176e-09,-0.857686983706278,0.156,0.382,2.01568258899356e-05,"Untreated","significant","negative","PDE3B"
"607","Smarca5",8.07109359443469e-16,-0.856649561201142,0.149,0.469,1.29363488131599e-11,"Untreated","significant","negative","SMARCA5"
"608","Cct5",5.96724562009614e-12,-0.85609668359873,0.058,0.266,9.5643012798901e-08,"Untreated","significant","negative","CCT5"
"609","Phf6",1.09519723039427e-20,0.85552086399203,0.414,0.124,1.75538212087593e-16,"NP-","significant","positive","PHF6"
"610","Eif4a1",1.39196873442e-18,-0.854312395355067,0.217,0.595,2.23104748752837e-14,"Untreated","significant","negative","EIF4A1"
"611","Tent4b",1.28550199559034e-15,0.853044186858585,0.289,0.086,2.06040259853219e-11,"NP-","significant","positive","TENT4B"
"612","Capza1",1.15159649048382e-19,-0.852643893132903,0.163,0.523,1.84577885494747e-15,"Untreated","significant","negative","CAPZA1"
"613","Vdac1",5.57025745669501e-14,0.852131502022779,0.286,0.093,8.92800865159077e-10,"NP-","significant","positive","VDAC1"
"614","Commd6",9.66121506922116e-12,-0.851535066052762,0.062,0.257,1.54849955129477e-07,"Untreated","significant","negative","COMMD6"
"615","Mbtd1",1.47727926953366e-10,-0.851384488832871,0.072,0.274,2.36778321320855e-06,"Untreated","significant","negative","MBTD1"
"616","Mpnd",2.32300260802777e-07,-0.85105924076087,0.175,0.404,0.00372330858014691,"NP+","significant","negative","MPND"
"617","Otulinl",5.31653930384787e-09,-0.851030967904899,0.301,0.573,8.52134919620737e-05,"NP+","significant","negative","OTULINL"
"618","Ide",1.59047835973817e-16,-0.850830135759316,0.149,0.477,2.54921871498834e-12,"Untreated","significant","negative","IDE"
"619","Hipk1",6.19193688835618e-21,-0.850279119050784,0.457,0.829,9.92443644465728e-17,"Untreated","significant","negative","HIPK1"
"620","Hipk2",3.50211750152311e-12,-0.848780388022253,0.101,0.332,5.61319393144124e-08,"Untreated","significant","negative","HIPK2"
"621","Foxo1",1.49556328219369e-11,-0.848484016697758,0.331,0.63,2.39708882870005e-07,"NP+","significant","negative","FOXO1"
"622","Atrx",1.88177614761876e-09,-0.847114029703861,0.283,0.552,3.01611080940335e-05,"NP+","significant","negative","ATRX"
"623","Elf1",1.40631050525913e-31,0.847030386128152,0.805,0.33,2.25403447782933e-27,"NP-","significant","positive","ELF1"
"624","Tnfrsf1b",1.48289687753926e-17,-0.846913653546316,0.384,0.738,2.37678711531993e-13,"Untreated","significant","negative","TNFRSF1B"
"625","Ets1",4.13339768858775e-25,-0.846502039645902,0.88,0.985,6.62500981526844e-21,"NP+","significant","negative","ETS1"
"626","Rbl2",8.06878133266776e-13,-0.846089990455145,0.386,0.719,1.29326427199999e-08,"NP+","significant","negative","RBL2"
"627","Ell",1.28351150950955e-10,-0.84401288304137,0.076,0.277,2.0572122474419e-06,"Untreated","significant","negative","ELL"
"628","H3f3b",1.12357552137177e-31,0.843894934390331,0.94,0.52,1.80086684565468e-27,"NP-","significant","positive","H3-3B"
"629","Igf2r",8.17496982004333e-19,0.843444380506889,0.356,0.109,1.31028416275654e-14,"NP-","significant","positive","IGF2R"
"630","Ptger4",2.09139179240668e-08,-0.843415897773658,0.307,0.583,0.000335208276486943,"NP+","significant","negative","PTGER4"
"631","Rbm22",5.97876155448146e-24,0.843007786986149,0.512,0.165,9.58275901952288e-20,"NP-","significant","positive","RBM22"
"632","Osbp",1.87229263890674e-08,-0.842993768385449,0.169,0.391,0.000300091064163972,"NP+","significant","negative","OSBP"
"633","Psma7",2.91386012340326e-20,0.842817593330239,0.347,0.1,4.67033500579075e-16,"NP-","significant","positive","PSMA7"
"634","Isg15",4.80056177917332e-10,-0.842283239086604,0.347,0.222,7.69434041965899e-06,"NP-","significant","negative","ISG15"
"635","Klrd1",8.48070595493241e-08,-0.842187648724429,0.116,0.27,0.00135928755045657,"Untreated","significant","negative","KLRD1"
"636","Bhlhe40",1.18453621162611e-08,0.840388111214885,0.789,0.648,0.000189857463999432,"NP+","significant","positive","BHLHE40"
"637","Akirin1",1.21996268992462e-11,-0.838996895065572,0.08,0.3,1.95535619941117e-07,"Untreated","significant","negative","AKIRIN1"
"638","Prrc2c",1.02772168899699e-29,0.838870745050572,0.933,0.495,1.64723232312438e-25,"NP-","significant","positive","PRRC2C"
"639","Uck1",6.34555100322474e-20,0.838254011348759,0.391,0.122,1.01706491479686e-15,"NP-","significant","positive","UCK1"
"640","Eloc",9.18619191698398e-18,0.838169316589807,0.284,0.068,1.47236284045419e-13,"NP-","significant","positive","ELOC"
"641","Elovl5",1.01117938205274e-17,-0.83653452889298,0.199,0.569,1.62071831355414e-13,"Untreated","significant","negative","ELOVL5"
"642","Ulk2",1.5230324974944e-10,-0.835861213003245,0.076,0.28,2.44111648698402e-06,"Untreated","significant","negative","ULK2"
"643","mt-Co2",1.95491624654825e-11,-0.835649222504049,0.554,0.829,3.13333975996753e-07,"NP+","significant","negative","MTCO2P12"
"644","Cyth1",2.80305705020277e-10,-0.835032307099492,0.47,0.775,4.49273984006501e-06,"NP+","significant","negative","CYTH1"
"645","Sart1",2.59234576539565e-09,-0.834675459019294,0.289,0.56,4.15501179277615e-05,"NP+","significant","negative","SART1"
"646","Lrp6",2.02649247538593e-07,-0.834296152322683,0.175,0.382,0.00324806213954857,"NP+","significant","negative","LRP6"
"647","Ndrg3",1.433455118289e-13,-0.833701402922285,0.087,0.342,2.2975418635936e-09,"Untreated","significant","negative","NDRG3"
"648","Dynlt1f",2.27522452983096e-18,0.833635686881832,0.346,0.109,3.64672987641306e-14,"NP-","significant","positive","DYNLT1"
"649","Prkab1",3.26746473377291e-10,-0.833255969851621,0.062,0.253,5.23709247529122e-06,"Untreated","significant","negative","PRKAB1"
"650","Hnrnpc",1.78337662550243e-27,0.833218620474125,0.56,0.186,2.8583960553553e-23,"NP-","significant","positive","HNRNPC"
"651","Dynlrb1",6.81149490080928e-14,-0.832476502116706,0.188,0.501,1.09174640270171e-09,"Untreated","significant","negative","DYNLRB1"
"652","F2r",5.54176456988298e-10,-0.831991136914532,0.207,0.45,8.88234025260845e-06,"Untreated","significant","negative","F2R"
"653","Slc25a5",6.06411575326173e-14,-0.830868854404188,0.134,0.41,9.7195647293279e-10,"Untreated","significant","negative","SLC25A5"
"654","Psmd6",8.0985842749226e-11,-0.830613683533755,0.098,0.311,1.29804108758459e-06,"Untreated","significant","negative","PSMD6"
"655","Sod1",1.36919766401849e-10,-0.830228214856223,0.325,0.628,2.19455001588884e-06,"NP+","significant","negative","SOD1"
"656","Mcm6",3.86504799729063e-10,-0.829881643052039,0.13,0.348,6.19489893005743e-06,"Untreated","significant","negative","MCM6"
"657","Nol6",4.67629483612938e-09,-0.829232082853242,0.083,0.266,7.49516536334818e-05,"Untreated","significant","negative","NOL6"
"658","Efr3a",1.20454553500621e-07,-0.829184501080953,0.211,0.441,0.00193064558350796,"NP+","significant","negative","EFR3A"
"659","Prkcq",1.81498357977461e-11,-0.829019907949674,0.349,0.676,2.90905568166275e-07,"NP+","significant","negative","PRKCQ"
"660","Eif4a1",1.28251543756993e-29,0.828851633865832,0.677,0.253,2.05561574333709e-25,"NP-","significant","positive","EIF4A1"
"661","Aldh18a1",1.94386944263705e-22,0.82841316106,0.407,0.115,3.11563394265866e-18,"NP-","significant","positive","ALDH18A1"
"662","Kmt2c",1.04586217309098e-22,0.828085967137129,0.467,0.154,1.67630789103022e-18,"NP-","significant","positive","KMT2C"
"663","Phf20",1.6468278836341e-14,0.828020545595654,0.321,0.106,2.63953573188874e-10,"NP-","significant","positive","PHF20"
"664","Pcbp2",3.91706626480959e-31,0.827177228126811,0.688,0.238,6.27827380923682e-27,"NP-","significant","positive","PCBP2"
"665","Gramd4",1.88742457533578e-08,-0.826390531890787,0.151,0.381,0.000302516410934819,"NP+","significant","negative","GRAMD4"
"666","Btbd7",6.68542828781909e-16,0.824764198284377,0.368,0.129,1.07154044597164e-11,"NP-","significant","positive","BTBD7"
"667","Pcgf5",3.2781302953558e-11,-0.823869206737929,0.072,0.274,5.25418723739628e-07,"Untreated","significant","negative","PCGF5"
"668","Rb1cc1",3.6672283738972e-14,-0.82330111342922,0.098,0.386,5.87783363768244e-10,"Untreated","significant","negative","RB1CC1"
"669","Eif3h",1.67627027526516e-27,0.822961688626468,0.677,0.258,2.686725997195e-23,"NP-","significant","positive","EIF3H"
"670","Ramp1",4.25523993196722e-13,0.821365666015145,0.454,0.213,6.82029856295707e-09,"NP-","significant","positive","RAMP1"
"671","Prkca",2.42907991049569e-10,-0.821284346058901,0.072,0.273,3.8933292805425e-06,"Untreated","significant","negative","PRKCA"
"672","Acin1",2.51893717660893e-28,0.820608078090984,0.779,0.326,4.03735250666879e-24,"NP-","significant","positive","ACIN1"
"673","Ms4a6b",1.54417168359261e-22,0.820391408749882,0.761,0.389,2.47499837446224e-18,"NP-","significant","positive","MS4A6E"
"674","Rfc2",1.28796415563383e-17,0.820323175683286,0.407,0.147,2.0643489486499e-13,"NP-","significant","positive","RFC2"
"675","Mgat2",6.62601400148878e-25,0.820076989035318,0.446,0.122,1.06201752415862e-20,"NP-","significant","positive","MGAT2"
"676","Stat1",6.79839052252898e-18,-0.819414590252888,0.486,0.779,1.08964603295095e-13,"Untreated","significant","negative","STAT1"
"677","Taok2",8.63344182151104e-09,-0.819286072583185,0.199,0.437,0.000138376805515179,"NP+","significant","negative","TAOK2"
"678","Dgkz",1.6947997158453e-10,-0.819273384985227,0.47,0.777,2.71642498455685e-06,"NP+","significant","negative","DGKZ"
"679","Btg1",2.5786253627482e-32,0.819243715607642,0.981,0.751,4.13302073141282e-28,"NP-","significant","positive","BTG1"
"680","Ctcf",7.95579504533258e-09,-0.81917541769269,0.289,0.532,0.000127515482986591,"NP+","significant","negative","CTCF"
