"","gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","comp","significant","expression","human_gene"
"216","Klrd1",4.28837329280847e-08,1.26654990697411,0.392,0.196,0.000687340471371341,"NP+","significant","positive","KLRD1"
"217","Parp14",5.15295132309654e-23,-1.26636866662087,0.149,0.493,8.25915038065914e-19,"Untreated","significant","negative","PARP14"
"218","Gimap9",1.00681747091735e-12,-1.26435100029529,0.301,0.602,1.61372704238633e-08,"NP+","significant","negative",NA
"219","Nt5c3b",1.10365778438506e-07,-1.26379040733667,0.102,0.305,0.00176894269681237,"NP+","significant","negative","NT5C3B"
"220","Dcaf1",1.4081284581404e-23,1.26358828542296,0.356,0.079,2.25694829270743e-19,"NP-","significant","positive","DCAF1"
"221","mt-Nd1",1.96341132192869e-13,-1.25895976340367,0.295,0.603,3.14695566678731e-09,"NP+","significant","negative","ND1"
"222","Hmg20b",1.72360630454703e-14,-1.25575905030083,0.076,0.321,2.76259618492798e-10,"Untreated","significant","negative","HMG20B"
"223","Rfc2",4.67499616595823e-07,-1.25510801831317,0.145,0.323,0.00749308385479785,"NP+","significant","negative","RFC2"
"224","Pwwp3a",3.42830100499601e-07,-1.2510114077766,0.157,0.352,0.0054948808508076,"NP+","significant","negative","PWWP3A"
"225","Il2ra",2.11752895669119e-08,-1.24935892380031,0.205,0.437,0.000339397541178464,"NP+","significant","negative","IL2RA"
"226","Kcnab2",1.28973692011818e-19,-1.24839049296131,0.367,0.749,2.06719033556541e-15,"NP+","significant","negative","KCNAB2"
"227","Rasgrp2",6.16641181570499e-13,-1.24265350372912,0.295,0.605,9.88352485821196e-09,"NP+","significant","negative","RASGRP2"
"228","Il6ra",3.42849183970598e-08,-1.23713502195522,0.205,0.402,0.000549518672068074,"NP+","significant","negative","IL6R"
"229","mt-Atp6",3.89218587162885e-18,-1.23645209879372,0.38,0.766,6.23839551504671e-14,"NP+","significant","negative","ATP6"
"230","Casp4",8.1536155759523e-13,-1.23619317891689,0.076,0.272,1.30686150451364e-08,"Untreated","significant","negative","CASP5"
"231","Tent2",1.52880383697168e-13,-1.23305364003614,0.062,0.283,2.4503667898982e-09,"Untreated","significant","negative","TENT2"
"232","Clec16a",3.65452572931729e-19,1.2318664840593,0.314,0.072,5.85747383894975e-15,"NP-","significant","positive","CLEC16A"
"233","Rabgap1l",2.42716033932868e-16,-1.22979815414038,0.41,0.762,3.89025259187601e-12,"NP+","significant","negative","RABGAP1L"
"234","Itga6",1.79294384714993e-07,-1.22954286586244,0.175,0.37,0.00287373039821191,"NP+","significant","negative","ITGA6"
"235","Ncoa6",4.75877564337786e-29,1.22907444985077,0.416,0.093,7.62736560120603e-25,"NP-","significant","positive","NCOA6"
"236","Chchd2",4.08075380526466e-09,1.22734350481036,0.699,0.637,6.54063219907819e-05,"NP+","significant","positive","CHCHD2P9"
"237","Ly6e",6.18666951709646e-23,-1.22510118091684,0.275,0.556,9.91599390200221e-19,"Untreated","significant","negative","LY6E"
"238","Ly9",2.39724818694478e-08,-1.22469550235379,0.175,0.403,0.00038423093940351,"NP+","significant","negative","LY9"
"239","Hint1",6.35160459245254e-17,-1.22455779129207,0.094,0.379,1.01803518407829e-12,"Untreated","significant","negative","HINT1"
"240","mt-Nd5",2.42553694277663e-11,-1.22276892569641,0.241,0.533,3.88765061188238e-07,"NP+","significant","negative","ND5"
"241","Slain1",1.94449378987989e-09,-1.22225517079714,0.199,0.455,3.11663464641949e-05,"NP+","significant","negative","SLAIN1"
"242","Mprip",8.2183935219092e-15,-1.22122520367936,0.235,0.577,1.31724411369161e-10,"NP+","significant","negative","MPRIP"
"243","Luc7l",4.59337482455993e-07,-1.22014942535511,0.145,0.336,0.00736226116880466,"NP+","significant","negative","LUC7L"
"244","Snx5",1.1802052243473e-07,-1.21629549201035,0.139,0.35,0.00189163293358385,"NP+","significant","negative","SNX5"
"245","Cd274",5.52015654846337e-23,-1.21551718811349,0.17,0.496,8.84770691587709e-19,"Untreated","significant","negative","CD274"
"246","Hectd4",7.07782519019098e-08,-1.21189601095058,0.12,0.318,0.00113443382148381,"NP+","significant","negative","HECTD4"
"247","Pycr2",5.97829348345918e-07,-1.21117543632578,0.127,0.327,0.00958200879528837,"NP+","significant","negative","PYCR2"
"248","Arhgef18",3.89800127589531e-18,-1.20812085101336,0.476,0.814,6.247716445005e-14,"NP+","significant","negative","ARHGEF18"
"249","Abhd8",6.6786187654053e-08,-1.20734607712085,0.181,0.391,0.00107044901571916,"NP+","significant","negative","ABHD8"
"250","Smc4",3.40606865508717e-14,-1.20536798485322,0.295,0.652,5.45924684037371e-10,"NP+","significant","negative","SMC4"
"251","Psma7",2.51340768231435e-15,-1.20519365036789,0.069,0.303,4.02848983321344e-11,"Untreated","significant","negative","PSMA7"
"252","Irgm1",7.8849827763306e-22,-1.20443881257238,0.181,0.508,1.26380503939027e-17,"Untreated","significant","negative","IRGM"
"253","Phf3",1.61013523085265e-08,-1.20045828385972,0.151,0.372,0.000258072474801063,"NP+","significant","negative","PHF3"
"254","Tagap",1.23655733661535e-13,-1.19873927438766,0.373,0.701,1.98195409912708e-09,"NP+","significant","negative","TAGAP"
"255","Eef1g",8.14501509048187e-11,-1.19777253431047,0.211,0.473,1.30548301870243e-06,"NP+","significant","negative","EEF1G"
"256","Hcfc1",1.24158323356701e-08,-1.19770489395484,0.163,0.382,0.00019900096067612,"NP+","significant","negative","HCFC1"
"257","Cd69",3.30581060613951e-17,-1.19664116919955,0.304,0.643,5.2985532395204e-13,"Untreated","significant","negative","CD69"
"258","Adamts10",1.08155718400007e-11,-1.19573830884019,0.217,0.512,1.73351985451531e-07,"NP+","significant","negative","ADAMTS10"
"259","Dnajc15",2.28750493173547e-09,-1.1957237555032,0.101,0.287,3.66641290458561e-05,"Untreated","significant","negative","DNAJC15"
"260","Cxcr4",2.80444518304793e-28,-1.19438075253682,0.446,0.823,4.49496473938922e-24,"Untreated","significant","negative","CXCR4"
"261","Ei24",2.1815788653116e-18,1.19318889952862,0.304,0.075,3.49663460532144e-14,"NP-","significant","positive","EI24"
"262","Sh2d2a",2.76165478410948e-13,1.18941578195186,0.849,0.764,4.42638028797067e-09,"NP+","significant","positive","SH2D2A"
"263","Dennd4a",1.28940275386553e-20,-1.18915268862105,0.178,0.543,2.06665473389567e-16,"Untreated","significant","negative","DENND4A"
"264","Cdv3",8.92634757672942e-08,-1.18762496698802,0.175,0.385,0.00143071498959819,"NP+","significant","negative","CDV3"
"265","Lsm2",3.76712058846136e-14,1.18732017828166,0.291,0.097,6.03794087918587e-10,"NP-","significant","positive","LSM2"
"266","Emsy",6.2265555524944e-17,-1.18540469020411,0.08,0.378,9.97992323953802e-13,"Untreated","significant","negative","EMSY"
"267","Zfpm1",1.31287985046388e-16,1.18371908676269,0.3,0.077,2.10428382432351e-12,"NP-","significant","positive","ZFPM1"
"268","Chd3",2.87252608606309e-20,-1.18223339111652,0.319,0.772,4.60408481074192e-16,"NP+","significant","negative","CHD3"
"269","Myc",2.25473839884368e-13,1.18210845492975,0.393,0.179,3.61389470566666e-09,"NP-","significant","positive","MYC"
"270","Smg5",1.24941345530895e-08,-1.1816046740293,0.199,0.433,0.000200255988616919,"NP+","significant","negative","SMG5"
"271","Slc25a20",1.88842355127481e-11,-1.18135178134305,0.054,0.27,3.02676526798327e-07,"Untreated","significant","negative","SLC25A20"
"272","Eif2s1",1.21804655990372e-27,1.18046976069319,0.468,0.127,1.95228502621368e-23,"NP-","significant","positive","EIF2S1"
"273","Recql",1.04422338052158e-20,1.17934218176462,0.356,0.088,1.67368123429999e-16,"NP-","significant","positive","RECQL"
"274","Dgka",9.39368910739974e-16,-1.17892102632246,0.524,0.816,1.50562049013403e-11,"NP+","significant","negative","DGKA"
"275","Appl1",2.6429652741861e-09,-1.17782725656965,0.211,0.455,4.23614474146548e-05,"NP+","significant","negative","APPL1"
"276","Eif4g1",1.83895537453847e-08,-1.17604442731855,0.163,0.382,0.000294747767431026,"NP+","significant","negative","EIF4G1"
"277","Ctla2a",3.00792222139234e-09,-1.17265284087848,0.181,0.391,4.82109773644764e-05,"Untreated","significant","negative",NA
"278","S1pr4",5.75298459573288e-16,1.17244945829629,0.786,0.788,9.22088371004066e-12,"Untreated","significant","positive","S1PR4"
"279","Hdac3",5.53790177692691e-13,-1.17194878735839,0.069,0.298,8.87614896805845e-09,"Untreated","significant","negative","HDAC3"
"280","Gbp6",1.97944615309318e-10,-1.17076483668082,0.08,0.266,3.17265629417774e-06,"Untreated","significant","negative","GBP6"
"281","Lnx2",6.50801345013746e-09,-1.17075689705327,0.169,0.396,0.000104310439578803,"NP+","significant","negative","LNX2"
"282","Nrip1",3.42399535731267e-24,1.17028723451345,0.516,0.174,5.48797975870075e-20,"NP-","significant","positive","NRIP1"
"283","Rpn2",9.83300647381041e-08,-1.16968791701236,0.193,0.401,0.00157603427762233,"NP+","significant","negative","RPN2"
"284","Epg5",1.88570650310063e-16,1.16963713655948,0.258,0.061,3.0224103831697e-12,"NP-","significant","positive","EPG5"
"285","Gbp3",9.6446162428459e-20,-1.16758227922556,0.138,0.433,1.54583909140334e-15,"Untreated","significant","negative","GBP7"
"286","Sgms1",3.01189456753304e-10,-1.1674641083646,0.235,0.485,4.82746461284196e-06,"NP+","significant","negative","SGMS1"
"287","Nampt",4.68239800639094e-15,-1.16571775484923,0.058,0.257,7.50494752464339e-11,"Untreated","significant","negative","NAMPT"
"288","Ccl4",4.93036048940342e-14,-1.15960212714395,0.083,0.285,7.9023817924158e-10,"Untreated","significant","negative","CCL4L2"
"289","Psmd8",6.85364115047448e-08,-1.15780689246506,0.175,0.376,0.00109850160359805,"NP+","significant","negative","PSMD8"
"290","Hdac3",1.75549243754282e-18,1.15691409268019,0.339,0.102,2.81370327889363e-14,"NP-","significant","positive","HDAC3"
"291","Cd40lg",2.67042969188099e-13,1.15523026057711,0.321,0.122,4.28016471014685e-09,"NP-","significant","positive","CD40LG"
"292","Lpin2",1.57199906909026e-14,-1.15321896688827,0.08,0.31,2.51960010793787e-10,"Untreated","significant","negative","LPIN2"
"293","Phf11b",2.72144080325491e-13,-1.15059959977991,0.083,0.319,4.36192531945698e-09,"Untreated","significant","negative","PHF11"
"294","Ncln",1.92648428137872e-08,-1.1498992752027,0.241,0.468,0.000308776900619382,"NP+","significant","negative","NCLN"
"295","Prr12",7.22471282611892e-11,-1.14938916686139,0.199,0.487,1.15797697177034e-06,"NP+","significant","negative","PRR12"
"296","Tmem181a",2.48187843585045e-08,-1.14638320944116,0.187,0.405,0.000397795475698111,"NP+","significant","negative","TMEM181"
"297","Rcsd1",1.87074999730152e-22,-1.14590177983423,0.422,0.823,2.99843809567488e-18,"NP+","significant","negative","RCSD1"
"298","Nabp1",1.07227413157807e-07,1.14510274288949,0.717,0.673,0.00171864097809334,"NP+","significant","positive","NABP1"
"299","Eif3a",1.67420968145846e-17,-1.1448257738135,0.094,0.395,2.68342327744162e-13,"Untreated","significant","negative","EIF3A"
"300","Ldb1",2.13392597639613e-17,-1.14285160960555,0.428,0.793,3.42025655496771e-13,"NP+","significant","negative","LDB1"
"301","Gpr171",1.47608741647535e-16,-1.14248141793146,0.112,0.406,2.3658729111267e-12,"Untreated","significant","negative","GPR171"
"302","Dynlt1f",2.06733343976902e-15,-1.14187547346179,0.065,0.308,3.31352203726179e-11,"Untreated","significant","negative","DYNLT1"
"303","Lta4h",3.10019938896351e-17,-1.14163116788083,0.141,0.463,4.96899958063071e-13,"Untreated","significant","negative","LTA4H"
"304","Tle4",1.25169163490997e-16,-1.1411817588508,0.091,0.372,2.00621135243369e-12,"Untreated","significant","negative","TLE4"
"305","Bzw2",3.92357624232691e-10,-1.14045831401329,0.193,0.47,6.28870800120157e-06,"NP+","significant","negative","BZW2"
"306","Ssbp3",5.92624644791995e-10,-1.12720489060419,0.169,0.43,9.4985878067261e-06,"NP+","significant","negative","SSBP3"
"307","Ccl5",2.94117161740542e-17,1.12589982439117,0.741,0.327,4.71410986837741e-13,"NP+","significant","positive","CCL5"
"308","Aim2",5.19138037781801e-16,-1.12511800352147,0.091,0.371,8.3207444695667e-12,"Untreated","significant","negative","AIM2"
"309","Ikzf2",1.47686734164117e-07,-1.12274217913096,0.211,0.44,0.00236712297518247,"NP+","significant","negative","IKZF2"
"310","Ccm2",4.22345583770855e-12,-1.12230649443845,0.307,0.621,6.76935501667927e-08,"NP+","significant","negative","CCM2"
"311","Crebrf",3.24050972411369e-08,-1.12135677776248,0.235,0.437,0.000519388898580942,"NP+","significant","negative","CREBRF"
"312","S100a9",1.47485361856105e-10,-1.12135042911505,0.482,0.597,2.36389537982965e-06,"NP-","significant","negative","S100A9"
"313","Tnfrsf1b",8.24374758789617e-14,1.11830730682435,0.753,0.619,1.321307863388e-09,"NP+","significant","positive","TNFRSF1B"
"314","S1pr4",1.44308745046947e-13,-1.11325808014453,0.524,0.839,2.31298056561247e-09,"NP+","significant","negative","S1PR4"
"315","Ufm1",6.13364675777753e-12,-1.11294801587517,0.083,0.308,9.83100902336583e-08,"Untreated","significant","negative","UFM1"
"316","Hyou1",1.81057306003558e-10,-1.11163049448576,0.151,0.431,2.90198650062502e-06,"NP+","significant","negative","HYOU1"
"317","Arsb",9.18382571735952e-10,-1.11155874024706,0.094,0.287,1.47198358597838e-05,"Untreated","significant","negative","ARSB"
"318","Ankib1",1.44279982979663e-08,-1.10963572182143,0.127,0.344,0.000231251956719804,"NP+","significant","negative","ANKIB1"
"319","Gbp9",5.30069725134198e-24,1.10946384718318,0.409,0.118,8.49595755445093e-20,"NP-","significant","positive","GBP6"
"320","Glrx2",2.11084235477077e-18,1.10922724471652,0.295,0.068,3.38325812622659e-14,"NP-","significant","positive","GLRX2"
"321","Herc6",2.88050569137478e-15,-1.10728285266559,0.109,0.337,4.61687452213549e-11,"Untreated","significant","negative","HERC6"
"322","Nfatc3",1.21428787058805e-37,1.10489098374997,0.742,0.267,1.94626059897853e-33,"NP-","significant","positive","NFATC3"
"323","Gpr65",2.5346528701488e-18,-1.10323882489907,0.112,0.432,4.06254162027449e-14,"Untreated","significant","negative","GPR65"
"324","Arpp19",8.39096255313707e-22,1.10308746557146,0.379,0.102,1.34490347801681e-17,"NP-","significant","positive","ARPP19"
"325","Fasn",7.39249695358583e-08,-1.10248819886092,0.157,0.384,0.00118486941172074,"NP+","significant","negative","FASN"
"326","Aak1",1.05626806663487e-11,-1.10191397279922,0.259,0.552,1.69298645720237e-07,"NP+","significant","negative","AAK1"
"327","Hnrnpa2b1",1.22895044654872e-18,-1.10187413989384,0.355,0.751,1.96976177572829e-14,"NP+","significant","negative","HNRNPA2B1"
"328","Klhl6",7.93656467451804e-14,-1.10178648617176,0.325,0.655,1.27207258603175e-09,"NP+","significant","negative","KLHL6"
"329","Smco4",7.98896642782209e-21,1.1015700057929,0.395,0.106,1.28047153905132e-16,"NP-","significant","positive","SMCO4"
"330","Dipk2a",1.59179714725162e-15,1.09817597301904,0.321,0.1,2.5513324676149e-11,"NP-","significant","positive","DIPK2A"
"331","Sbds",4.3356045057408e-09,-1.09754781462707,0.205,0.443,6.94910690180135e-05,"NP+","significant","negative","SBDS"
"332","Hnrnpa2b1",1.87698045249421e-42,1.09745972968573,0.902,0.407,3.00842426925772e-38,"NP-","significant","positive","HNRNPA2B1"
"333","Ndfip1",1.37600180670367e-11,1.09611949495828,0.867,0.851,2.20545569578465e-07,"NP+","significant","positive","NDFIP1"
"334","Rere",5.53681523216175e-08,-1.09548800647557,0.169,0.368,0.000887440745410886,"NP+","significant","negative","RERE"
"335","Glo1",3.90405367512961e-08,-1.09450219920266,0.205,0.424,0.000625741723049773,"NP+","significant","negative","GLO1"
"336","Ep400",3.99115423149266e-34,1.08835790097801,0.66,0.217,6.39702200223644e-30,"NP-","significant","positive","EP400"
"337","Dyrk2",1.15879433178433e-07,-1.08444553633424,0.175,0.366,0.00185731555498392,"NP+","significant","negative","DYRK2"
"338","Apeh",3.59207754234347e-08,-1.08378512032057,0.211,0.431,0.000575738188486811,"NP+","significant","negative","APEH"
"339","Slco3a1",2.04782465189578e-07,-1.08268594051814,0.241,0.447,0.00328225335205855,"NP+","significant","negative","SLCO3A1"
"340","Gbp4",1.86950338622742e-21,-1.08216343061773,0.246,0.641,2.9964400274453e-17,"Untreated","significant","negative","GBP6"
"341","Mybbp1a",9.98080847354387e-09,-1.07825580736604,0.157,0.376,0.000159972398213961,"NP+","significant","negative","MYBBP1A"
"342","Tox",2.25852128674307e-07,-1.07626053735385,0.157,0.37,0.00361995791839179,"NP+","significant","negative","TOX"
"343","Man2a2",1.04221840913215e-08,-1.07577193672453,0.271,0.511,0.000167046766615701,"NP+","significant","negative","MAN2A2"
"344","Golga5",5.66121300473983e-15,-1.07481666424341,0.051,0.288,9.07379220399701e-11,"Untreated","significant","negative","GOLGA5"
"345","Stard3nl",6.01064494575105e-14,1.07351993188719,0.263,0.072,9.63386171904978e-10,"NP-","significant","positive","STARD3NL"
"346","Carmil2",5.28371174400871e-10,-1.07150344660288,0.223,0.474,8.46873318329716e-06,"NP+","significant","negative","CARMIL2"
"347","Atp2b1",2.70945805863435e-13,-1.07014891733403,0.331,0.678,4.34271937637913e-09,"NP+","significant","negative","ATP2B1"
"348","Ei24",1.65741456699371e-11,-1.06874699792199,0.054,0.26,2.65650406797752e-07,"Untreated","significant","negative","EI24"
"349","Arpp19",6.87822564961252e-15,-1.06749803720296,0.072,0.327,1.1024420071199e-10,"Untreated","significant","negative","ARPP19"
"350","Nfatc3",2.00415090687743e-24,-1.06749589341524,0.221,0.652,3.21225307354314e-20,"Untreated","significant","negative","NFATC3"
"351","Trp53inp1",1.56308302071391e-11,-1.06696686979208,0.349,0.637,2.50530946560026e-07,"NP+","significant","negative","TP53INP1"
"352","Cd6",4.49523453376619e-07,-1.06612525976208,0.253,0.456,0.00720496191072046,"NP+","significant","negative","CD6"
"353","Cnp",1.25747408382636e-09,-1.0620669671559,0.241,0.496,2.0154794615569e-05,"NP+","significant","negative","CNP"
"354","Gcn1",2.99145319589258e-12,-1.05995076162368,0.283,0.579,4.79470118237664e-08,"NP+","significant","negative","GCN1"
"355","Cdk19",7.11958966836235e-09,-1.05777744299671,0.175,0.411,0.000114112783204512,"NP+","significant","negative","CDK19"
"356","Rabgef1",5.35484805020816e-12,-1.05761657348139,0.058,0.264,8.58275045487364e-08,"Untreated","significant","negative","RABGEF1"
"357","Vrk1",1.8864739194347e-08,-1.05585310263904,0.229,0.454,0.000302364039806994,"NP+","significant","negative","VRK1"
"358","Ano10",4.9450130187974e-07,-1.05508829190137,0.108,0.274,0.00792586686652847,"NP+","significant","negative","ANO10"
"359","Ckap5",5.69132878552619e-20,1.05396922546312,0.411,0.131,9.12206177744137e-16,"NP-","significant","positive","CKAP5"
